season,week,team,totalDvoa,offDvoa,offRank,defDvoa,defRank,stDvoa,stRank,
2017,6,IND,-41.90%,-29.60%,32,15.60%,29,3.30%,10,
2017,6,CLE,-47.80%,-29.10%,31,10.80%,25,-7.90%,27,
2017,7,PIT,34.70%,17.00%,5,-19.50%,2,-1.80%,21,
2017,7,LARM,27.50%,5.50%,13,-15.20%,3,6.80%,4,
2017,7,KC,27.20%,32.00%,1,11.20%,25,6.40%,5,
2017,7,PHI,23.10%,12.90%,8,-3.30%,16,7.00%,3,
2017,7,NO,21.10%,20.30%,3,-3.90%,15,-3.10%,25,
2017,7,MIN,20.60%,9.10%,11,-10.00%,10,1.50%,18,
2017,7,HOU,18.10%,7.80%,12,-12.20%,6,-1.90%,22,
2017,7,JAC,17.00%,3.90%,15,-22.00%,1,-8.80%,30,
2017,7,WAS,15.20%,10.70%,10,-6.90%,14,-2.40%,23,
2017,7,SEA,12.10%,0.40%,17,-10.00%,9,1.70%,17,
2017,7,BUF,12.10%,-2.70%,19,-10.80%,8,4.00%,8,
2017,7,DET,10.70%,-10.50%,23,-11.90%,7,9.20%,1,
2017,7,NE,9.10%,25.70%,2,19.20%,31,2.60%,13,
2017,7,DAL,8.50%,17.70%,4,13.20%,26,3.90%,9,
2017,7,BAL,6.50%,-14.10%,26,-12.60%,5,8.00%,2,
2017,7,GB,4.40%,4.70%,14,2.00%,18,1.70%,16,
2017,7,CAR,3.60%,-7.20%,21,-8.30%,12,2.50%,14,
2017,7,CIN,-0.50%,-13.80%,25,-9.80%,11,3.50%,10,
2017,7,OAK,-2.00%,11.90%,9,16.90%,29,3.00%,11,
2017,7,TEN,-2.90%,0.60%,16,6.10%,21,2.70%,12,
2017,7,ATL,-3.20%,13.70%,7,15.90%,27,-1.10%,20,
2017,7,LACH,-3.80%,0.20%,18,-3.00%,17,-7.00%,27,
2017,7,DEN,-5.90%,-7.50%,22,-13.00%,4,-11.40%,32,
2017,7,TB,-8.20%,14.10%,6,19.80%,32,-2.50%,24,
2017,7,NYJ,-20.40%,-13.60%,24,7.60%,23,0.70%,19,
2017,7,NYG,-20.60%,-5.60%,20,7.60%,24,-7.50%,28,
2017,7,CHI,-23.30%,-22.00%,30,-7.00%,13,-8.30%,29,
2017,7,MIA,-25.50%,-20.00%,29,7.20%,22,1.70%,15,
2017,7,ARI,-28.60%,-15.60%,27,2.80%,20,-10.10%,31,
2017,7,SF,-30.00%,-18.80%,28,15.90%,28,4.70%,6,
2017,7,CLE,-40.10%,-31.10%,32,2.60%,19,-6.40%,26,
2017,7,IND,-41.70%,-28.80%,31,16.90%,30,4.00%,7,
2017,8,PIT,29.40%,17.10%,5,-13.70%,5,-1.40%,22,
2017,8,LARM,27.40%,5.80%,13,-15.00%,4,6.70%,4,
2017,8,PHI,22.30%,10.40%,9,-5.40%,15,6.50%,5,
2017,8,KC,21.60%,24.40%,2,10.00%,26,7.20%,3,
2017,8,NO,21.50%,19.40%,3,-4.40%,16,-2.30%,23,
2017,8,MIN,19.00%,10.00%,10,-7.80%,9,1.30%,16,
2017,8,JAC,18.00%,4.80%,14,-22.30%,1,-9.00%,29,
2017,8,HOU,17.90%,10.50%,8,-8.80%,8,-1.30%,21,
2017,8,DAL,14.30%,18.20%,4,9.10%,25,5.20%,6,
2017,8,BUF,13.30%,0.80%,18,-7.70%,10,4.90%,7,
2017,8,SEA,13.10%,3.40%,17,-7.50%,12,2.30%,13,
2017,8,BAL,11.60%,-13.10%,24,-17.00%,3,7.70%,2,
2017,8,DET,11.50%,-7.60%,22,-10.40%,7,8.70%,1,
2017,8,WAS,8.50%,6.20%,12,-6.60%,13,-4.30%,25,
2017,8,NE,8.40%,26.00%,1,21.20%,32,3.60%,9,
2017,8,CAR,8.40%,-8.40%,23,-13.30%,6,3.60%,10,
2017,8,GB,3.50%,4.10%,15,2.20%,19,1.50%,14,
2017,8,DEN,1.90%,-6.40%,21,-18.90%,2,-10.70%,32,
2017,8,OAK,-1.40%,15.40%,6,18.20%,31,1.40%,15,
2017,8,TEN,-3.70%,0.20%,19,6.40%,21,2.50%,12,
2017,8,ATL,-4.20%,12.10%,7,15.80%,28,-0.50%,20,
2017,8,LACH,-4.90%,4.00%,16,-1.30%,17,-10.10%,30,
2017,8,CIN,-5.90%,-14.80%,27,-7.70%,11,1.30%,17,
2017,8,TB,-12.00%,7.50%,11,16.80%,30,-2.80%,24,
2017,8,NYG,-20.30%,-3.90%,20,8.70%,24,-7.70%,27,
2017,8,NYJ,-22.80%,-14.60%,26,8.20%,22,-0.10%,19,
2017,8,CHI,-23.90%,-21.60%,29,-5.80%,14,-8.20%,28,
2017,8,ARI,-28.50%,-14.50%,25,3.60%,20,-10.40%,31,
2017,8,SF,-31.20%,-21.40%,28,13.90%,27,4.20%,8,
2017,8,CLE,-34.30%,-27.40%,32,1.00%,18,-5.90%,26,
2017,8,MIA,-34.70%,-26.60%,31,8.30%,23,0.20%,18,
2017,8,IND,-37.60%,-24.70%,30,16.30%,29,3.40%,11,
2017,9,LARM,33.00%,10.60%,9,-14.80%,3,7.60%,1,
2017,9,PIT,29.30%,16.50%,6,-14.30%,4,-1.40%,21,
2017,9,PHI,29.20%,16.00%,7,-7.80%,10,5.40%,5,
2017,9,JAC,24.90%,7.00%,12,-22.70%,1,-4.80%,26,
2017,9,NO,23.80%,19.30%,3,-9.10%,8,-4.60%,24,
2017,9,MIN,19.20%,9.50%,11,-8.40%,9,1.30%,14,
2017,9,KC,15.20%,20.20%,2,11.60%,26,6.60%,4,
2017,9,DAL,14.70%,18.60%,4,8.40%,23,4.60%,7,
2017,9,SEA,13.50%,3.10%,15,-10.60%,7,-0.10%,17,
2017,9,BAL,10.50%,-13.00%,24,-16.70%,2,6.80%,3,
2017,9,DET,10.20%,-4.70%,20,-7.60%,11,7.30%,2,
2017,9,HOU,9.40%,5.30%,13,-5.70%,15,-1.60%,22,
2017,9,NE,8.20%,25.90%,1,21.30%,31,3.60%,11,
2017,9,CAR,8.00%,-8.80%,22,-12.90%,5,3.90%,9,
2017,9,GB,7.40%,9.50%,10,2.50%,20,0.30%,16,
2017,9,WAS,6.20%,3.50%,14,-7.40%,12,-4.70%,25,
2017,9,BUF,1.50%,-6.90%,21,-3.10%,16,5.20%,6,
2017,9,TEN,-0.20%,1.30%,16,4.70%,22,3.30%,12,
2017,9,ATL,-2.20%,12.50%,8,14.40%,29,-0.20%,18,
2017,9,OAK,-3.90%,17.10%,5,23.30%,32,2.30%,13,
2017,9,LACH,-7.60%,0.70%,17,-1.80%,17,-10.10%,32,
2017,9,DEN,-8.70%,-13.80%,25,-12.30%,6,-7.20%,28,
2017,9,CIN,-8.80%,-13.90%,26,-6.00%,14,-0.90%,20,
2017,9,NYJ,-15.80%,-12.10%,23,4.20%,21,0.50%,15,
2017,9,TB,-21.80%,0.20%,18,18.20%,30,-3.80%,23,
2017,9,CHI,-23.20%,-21.80%,31,-6.70%,13,-8.20%,29,
2017,9,ARI,-25.20%,-15.00%,27,0.10%,19,-10.00%,31,
2017,9,NYG,-26.20%,-4.30%,19,12.70%,28,-9.10%,30,
2017,9,SF,-28.40%,-21.00%,30,11.30%,25,4.00%,8,
2017,9,IND,-28.70%,-20.60%,29,11.90%,27,3.80%,10,
2017,9,MIA,-28.90%,-18.20%,28,10.50%,24,-0.20%,19,
2017,9,CLE,-33.40%,-27.40%,32,0.10%,18,-5.90%,27,
2017,10,LARM,37.10%,10.10%,11,-19.10%,1,7.80%,1,
2017,10,NO,32.10%,22.10%,2,-13.30%,5,-3.40%,25,
2017,10,PHI,29.00%,13.90%,5,-9.60%,8,5.50%,6,
2017,10,PIT,26.80%,13.10%,6,-15.60%,4,-1.90%,21,
2017,10,MIN,24.10%,13.10%,7,-8.90%,9,2.10%,14,
2017,10,JAC,17.90%,4.80%,12,-18.20%,2,-5.20%,26,
2017,10,NE,16.10%,30.30%,1,20.40%,30,6.10%,5,
2017,10,KC,14.80%,19.70%,3,11.70%,26,6.70%,4,
2017,10,CAR,13.60%,-1.60%,20,-11.70%,6,3.50%,11,
2017,10,DET,12.50%,-1.70%,21,-6.90%,11,7.30%,2,
2017,10,SEA,10.90%,0.90%,14,-10.30%,7,-0.30%,19,
2017,10,GB,10.40%,11.90%,9,1.90%,18,0.40%,15,
2017,10,DAL,9.00%,12.10%,8,6.80%,22,3.70%,10,
2017,10,BAL,8.40%,-15.80%,27,-17.30%,3,6.90%,3,
2017,10,WAS,6.50%,4.40%,13,-5.40%,13,-3.20%,24,
2017,10,ATL,2.60%,10.20%,10,7.70%,24,0.00%,18,
2017,10,HOU,2.20%,-0.70%,17,-5.10%,15,-2.20%,22,
2017,10,LACH,-4.00%,0.20%,15,-5.30%,14,-9.50%,31,
2017,10,TEN,-5.20%,-0.20%,16,7.20%,23,2.20%,13,
2017,10,OAK,-6.50%,15.00%,4,24.00%,32,2.50%,12,
2017,10,BUF,-6.60%,-8.60%,22,2.70%,20,4.60%,7,
2017,10,CIN,-8.90%,-13.50%,24,-5.00%,16,-0.40%,20,
2017,10,TB,-17.10%,-1.60%,19,13.10%,28,-2.40%,23,
2017,10,DEN,-17.60%,-14.50%,25,-6.90%,12,-9.90%,32,
2017,10,CHI,-18.40%,-19.10%,30,-7.30%,10,-6.60%,28,
2017,10,ARI,-18.70%,-12.70%,23,-2.10%,17,-8.00%,29,
2017,10,NYJ,-20.20%,-18.10%,29,2.50%,19,0.40%,16,
2017,10,SF,-24.60%,-16.40%,28,12.20%,27,4.00%,8,
2017,10,NYG,-26.90%,-1.20%,18,16.70%,29,-9.00%,30,
2017,10,IND,-28.10%,-22.10%,31,9.90%,25,3.90%,9,
2017,10,CLE,-32.20%,-23.20%,32,3.10%,21,-5.80%,27,
2017,10,MIA,-35.20%,-14.60%,26,20.60%,31,0.10%,17,
2017,11,PHI,34.50%,16.00%,3,-15.10%,4,3.30%,11,
2017,11,NO,32.50%,25.70%,2,-9.00%,8,-2.10%,22,
2017,11,PIT,31.40%,14.80%,6,-16.80%,3,-0.20%,18,
2017,11,LARM,31.10%,9.60%,8,-14.20%,5,7.30%,2,
2017,11,MIN,26.00%,16.00%,4,-9.50%,7,0.50%,15,
2017,11,NE,17.50%,28.90%,1,18.20%,31,6.90%,3,
2017,11,JAC,16.30%,0.10%,16,-21.90%,2,-5.70%,27,
2017,11,BAL,15.10%,-16.60%,29,-23.70%,1,8.00%,1,
2017,11,CAR,13.80%,-1.50%,18,-11.90%,6,3.40%,10,
2017,11,KC,11.70%,15.00%,5,10.00%,25,6.60%,5,
2017,11,DET,10.80%,2.90%,14,-1.10%,17,6.80%,4,
2017,11,SEA,8.90%,0.30%,15,-7.50%,9,1.10%,14,
2017,11,WAS,5.60%,8.60%,10,0.00%,19,-3.00%,24,
2017,11,GB,4.00%,3.60%,13,-0.60%,18,-0.20%,19,
2017,11,DAL,3.70%,7.70%,11,9.80%,24,5.80%,6,
2017,11,LACH,2.40%,5.70%,12,-5.70%,11,-9.00%,32,
2017,11,ATL,2.30%,10.30%,7,6.80%,22,-1.10%,20,
2017,11,HOU,-2.20%,-2.20%,20,-2.60%,16,-2.60%,23,
2017,11,TEN,-9.70%,-1.40%,17,9.70%,23,1.40%,13,
2017,11,CIN,-10.00%,-11.30%,23,-3.10%,12,-1.80%,21,
2017,11,OAK,-11.30%,9.40%,9,22.50%,32,1.80%,12,
2017,11,CHI,-13.40%,-10.00%,22,-2.90%,14,-6.20%,28,
2017,11,BUF,-13.70%,-11.50%,24,6.20%,21,4.00%,7,
2017,11,DEN,-14.90%,-13.00%,25,-6.80%,10,-8.70%,31,
2017,11,TB,-15.50%,-1.80%,19,10.60%,27,-3.10%,25,
2017,11,ARI,-18.00%,-13.80%,26,-2.80%,15,-7.00%,29,
2017,11,NYJ,-20.40%,-16.30%,27,4.40%,20,0.30%,16,
2017,11,NYG,-22.50%,-2.80%,21,11.40%,28,-8.30%,30,
2017,11,SF,-25.60%,-16.40%,28,13.00%,29,3.80%,8,
2017,11,CLE,-27.40%,-25.10%,32,-2.90%,13,-5.20%,26,
2017,11,IND,-29.10%,-22.30%,31,10.50%,26,3.80%,9,
2017,11,MIA,-36.60%,-18.50%,30,18.20%,30,0.20%,17,
2017,12,LARM,35.70%,14.20%,7,-13.40%,5,8.10%,2,
2017,12,PHI,35.60%,15.80%,3,-16.70%,3,3.10%,10,
2017,12,NO,32.30%,27.50%,1,-6.40%,10,-1.70%,21,
2017,12,PIT,29.30%,15.00%,5,-13.70%,4,0.60%,14,
2017,12,MIN,23.80%,15.60%,4,-8.90%,6,-0.70%,18,
2017,12,BAL,19.00%,-14.70%,26,-24.40%,1,9.30%,1,
2017,12,NE,17.40%,26.00%,2,13.90%,29,5.20%,7,
2017,12,JAC,12.50%,-4.00%,20,-21.60%,2,-5.10%,26,
2017,12,CAR,11.30%,-2.60%,18,-7.80%,7,6.10%,4,
2017,12,KC,9.30%,12.20%,8,8.60%,24,5.70%,6,
2017,12,SEA,8.70%,1.00%,16,-7.70%,8,0.10%,16,
2017,12,DET,8.30%,1.90%,14,0.50%,19,6.90%,3,
2017,12,WAS,7.70%,5.70%,12,-4.20%,13,-2.20%,23,
2017,12,GB,4.90%,5.30%,13,-0.10%,17,-0.50%,17,
2017,12,ATL,3.40%,14.20%,6,9.90%,26,-0.90%,19,
2017,12,LACH,3.30%,8.30%,10,-4.60%,12,-9.70%,32,
2017,12,DAL,-0.30%,7.50%,11,13.60%,28,5.80%,5,
2017,12,HOU,-2.60%,-2.60%,19,-2.10%,15,-2.10%,22,
2017,12,OAK,-6.70%,11.70%,9,19.80%,32,1.40%,13,
2017,12,CIN,-7.60%,-6.90%,21,-0.20%,16,-0.90%,20,
2017,12,BUF,-8.80%,-13.30%,24,0.40%,18,4.90%,8,
2017,12,TEN,-9.90%,-2.00%,17,9.40%,25,1.40%,12,
2017,12,ARI,-12.70%,-13.80%,25,-6.90%,9,-5.80%,27,
2017,12,TB,-16.40%,1.70%,15,14.70%,30,-3.40%,25,
2017,12,NYJ,-16.40%,-9.70%,23,4.50%,21,-2.20%,24,
2017,12,CHI,-19.10%,-15.60%,27,-2.40%,14,-5.90%,28,
2017,12,DEN,-19.20%,-16.80%,29,-5.90%,11,-8.30%,31,
2017,12,NYG,-23.00%,-7.20%,22,8.40%,22,-7.50%,30,
2017,12,SF,-25.70%,-16.00%,28,12.60%,27,3.00%,11,
2017,12,IND,-28.10%,-23.50%,32,8.60%,23,4.00%,9,
2017,12,CLE,-29.90%,-23.00%,31,0.90%,20,-6.00%,29,
2017,12,MIA,-35.50%,-20.90%,30,15.20%,31,0.50%,15,
2017,13,LARM,32.40%,12.00%,8,-11.90%,4,8.50%,2,
2017,13,PHI,32.40%,15.20%,4,-14.00%,3,3.20%,10,
2017,13,NO,29.80%,27.10%,1,-4.80%,11,-2.10%,22,
2017,13,PIT,26.50%,14.90%,5,-10.60%,5,0.90%,15,
2017,13,BAL,23.00%,-9.80%,23,-23.40%,1,9.40%,1,
2017,13,MIN,22.40%,14.50%,6,-8.50%,8,-0.60%,19,
2017,13,NE,20.20%,25.60%,2,11.00%,29,5.60%,5,
2017,13,JAC,14.50%,-2.80%,20,-21.80%,2,-4.50%,27,
2017,13,SEA,10.90%,3.40%,13,-7.00%,9,0.60%,16,
2017,13,CAR,10.70%,-2.30%,19,-8.70%,7,4.30%,8,
2017,13,KC,10.10%,15.40%,3,10.80%,28,5.60%,6,
2017,13,DAL,5.30%,7.00%,11,9.50%,26,7.70%,3,
2017,13,GB,4.40%,4.40%,12,0.30%,18,0.30%,17,
2017,13,ATL,4.30%,14.40%,7,9.10%,24,-1.00%,20,
2017,13,DET,3.60%,2.40%,14,4.50%,20,5.70%,4,
2017,13,LACH,2.00%,8.90%,10,-3.00%,13,-9.90%,32,
2017,13,WAS,-0.10%,0.30%,17,-4.00%,12,-4.40%,26,
2017,13,CIN,-2.90%,-1.90%,18,0.70%,19,-0.30%,18,
2017,13,HOU,-5.10%,-3.50%,21,-1.80%,14,-3.30%,23,
2017,13,TEN,-5.30%,0.90%,16,7.30%,21,1.10%,14,
2017,13,OAK,-5.40%,10.80%,9,17.30%,32,1.20%,13,
2017,13,BUF,-11.20%,-16.20%,27,-0.40%,17,4.60%,7,
2017,13,ARI,-11.90%,-13.70%,25,-8.80%,6,-6.90%,30,
2017,13,NYJ,-15.40%,-5.80%,22,7.90%,22,-1.60%,21,
2017,13,TB,-15.90%,1.30%,15,13.50%,31,-3.70%,24,
2017,13,CHI,-20.40%,-18.30%,28,-1.70%,15,-3.80%,25,
2017,13,SF,-24.40%,-14.80%,26,11.30%,30,1.70%,12,
2017,13,NYG,-24.90%,-10.50%,24,8.30%,23,-6.10%,29,
2017,13,IND,-26.60%,-21.10%,30,9.30%,25,3.80%,9,
2017,13,CLE,-27.00%,-22.30%,31,-0.80%,16,-5.40%,28,
2017,13,MIA,-27.30%,-20.10%,29,9.80%,27,2.50%,11,
2017,13,DEN,-27.40%,-23.20%,32,-5.40%,10,-9.60%,31,
2017,14,LARM,35.40%,15.30%,5,-12.00%,4,8.20%,2,
2017,14,NO,30.80%,24.70%,2,-7.80%,9,-1.70%,21,
2017,14,PHI,29.90%,15.80%,4,-12.30%,3,1.70%,12,
2017,14,PIT,25.10%,18.20%,3,-5.50%,11,1.30%,14,
2017,14,BAL,23.70%,-5.80%,22,-19.50%,1,10.00%,1,
2017,14,MIN,20.00%,12.70%,7,-8.10%,8,-0.80%,19,
2017,14,NE,18.20%,25.10%,1,12.80%,30,6.00%,5,
2017,14,JAC,16.80%,0.40%,16,-19.20%,2,-2.70%,23,
2017,14,CAR,14.40%,-0.40%,17,-10.80%,6,4.00%,8,
2017,14,KC,9.70%,13.10%,6,9.60%,27,6.20%,4,
2017,14,SEA,8.10%,6.10%,12,-3.10%,13,-1.00%,20,
2017,14,DAL,7.50%,9.70%,9,9.00%,26,6.80%,3,
2017,14,LACH,6.90%,9.60%,10,-5.70%,10,-8.40%,31,
2017,14,GB,4.60%,3.40%,13,0.60%,16,1.70%,13,
2017,14,DET,3.80%,3.30%,14,4.50%,20,5.10%,6,
2017,14,ATL,2.80%,10.00%,8,6.50%,22,-0.70%,18,
2017,14,WAS,-4.00%,-2.60%,19,-3.10%,12,-4.50%,27,
2017,14,OAK,-7.40%,8.70%,11,16.30%,32,0.20%,17,
2017,14,TEN,-7.80%,-2.60%,18,6.00%,21,0.80%,15,
2017,14,CIN,-9.60%,-5.60%,21,4.40%,19,0.40%,16,
2017,14,HOU,-9.70%,-5.30%,20,0.60%,18,-3.80%,26,
2017,14,ARI,-11.20%,-16.20%,28,-11.90%,5,-6.80%,30,
2017,14,BUF,-12.00%,-17.30%,29,-1.00%,15,4.30%,7,
2017,14,CHI,-14.00%,-13.30%,26,-2.80%,14,-3.50%,25,
2017,14,TB,-15.10%,2.10%,15,14.00%,31,-3.20%,24,
2017,14,NYJ,-18.40%,-9.20%,23,7.00%,23,-2.20%,22,
2017,14,SF,-20.90%,-13.00%,25,9.80%,28,1.90%,11,
2017,14,MIA,-21.00%,-16.10%,27,7.60%,25,2.60%,9,
2017,14,DEN,-23.70%,-24.00%,32,-9.00%,7,-8.70%,32,
2017,14,NYG,-26.90%,-11.00%,24,9.90%,29,-6.00%,29,
2017,14,IND,-26.90%,-22.20%,31,7.20%,24,2.50%,10,
2017,14,CLE,-27.50%,-21.30%,30,0.60%,17,-5.60%,28,
2017,15,LARM,38.00%,14.30%,6,-14.40%,3,9.30%,2,
2017,15,NO,30.60%,23.60%,2,-8.00%,9,-1.00%,19,
2017,15,PHI,27.30%,15.90%,4,-9.70%,6,1.60%,13,
2017,15,BAL,24.20%,-5.10%,20,-19.40%,2,9.80%,1,
2017,15,PIT,23.80%,17.80%,3,-4.50%,12,1.40%,14,
2017,15,MIN,23.60%,11.60%,7,-11.80%,4,0.10%,16,
2017,15,JAC,20.80%,2.40%,16,-20.10%,1,-1.60%,21,
2017,15,NE,18.80%,25.40%,1,12.40%,30,5.80%,4,
2017,15,CAR,17.00%,3.60%,14,-9.60%,7,3.80%,7,
2017,15,KC,13.60%,15.10%,5,7.30%,22,5.70%,5,
2017,15,DAL,7.20%,8.00%,10,7.30%,23,6.50%,3,
2017,15,LACH,5.40%,8.30%,9,-5.00%,11,-7.90%,31,
2017,15,DET,4.50%,3.20%,15,3.90%,17,5.20%,6,
2017,15,GB,2.60%,5.10%,12,4.20%,19,1.70%,12,
2017,15,SEA,2.40%,1.60%,17,-3.60%,13,-2.90%,23,
2017,15,ATL,0.50%,10.00%,8,8.10%,25,-1.40%,20,
2017,15,WAS,-0.40%,-1.50%,18,-5.20%,10,-4.10%,27,
2017,15,OAK,-5.50%,7.80%,11,12.90%,32,-0.30%,17,
2017,15,BUF,-8.30%,-14.00%,26,-2.00%,15,3.70%,8,
2017,15,TEN,-8.70%,-2.10%,19,7.30%,24,0.70%,15,
2017,15,TB,-12.30%,3.70%,13,12.60%,31,-3.50%,24,
2017,15,ARI,-13.50%,-19.10%,29,-11.50%,5,-5.90%,29,
2017,15,HOU,-15.80%,-7.50%,22,4.30%,20,-3.90%,26,
2017,15,NYJ,-16.40%,-8.50%,23,5.00%,21,-2.80%,22,
2017,15,CHI,-16.90%,-15.90%,27,-2.80%,14,-3.80%,25,
2017,15,CIN,-17.00%,-12.30%,25,4.20%,18,-0.50%,18,
2017,15,MIA,-21.20%,-16.20%,28,8.40%,26,3.30%,9,
2017,15,SF,-21.30%,-12.20%,24,11.20%,29,2.00%,11,
2017,15,DEN,-21.60%,-20.80%,30,-8.20%,8,-8.90%,32,
2017,15,NYG,-23.90%,-7.10%,21,9.70%,28,-7.10%,30,
2017,15,IND,-28.40%,-21.60%,31,9.70%,27,2.80%,10,
2017,15,CLE,-28.50%,-21.70%,32,2.20%,16,-4.60%,28,
2017,16,LARM,36.00%,15.90%,4,-13.10%,6,7.00%,2,
2017,16,NO,30.60%,21.50%,2,-9.30%,7,-0.20%,17,
2017,16,PIT,29.00%,19.40%,3,-7.30%,9,2.30%,12,
2017,16,PHI,26.00%,11.70%,6,-13.40%,5,0.80%,15,
2017,16,MIN,25.70%,11.20%,7,-14.50%,3,0.00%,16,
2017,16,NE,22.10%,28.00%,1,12.00%,32,6.00%,3,
2017,16,BAL,20.80%,-4.20%,20,-16.70%,1,8.30%,1,
2017,16,CAR,17.10%,3.10%,15,-9.00%,8,5.10%,6,
2017,16,JAC,16.60%,2.40%,16,-15.80%,2,-1.60%,20,
2017,16,KC,11.30%,15.70%,5,10.10%,29,5.70%,4,
2017,16,LACH,5.30%,7.90%,9,-5.00%,12,-7.60%,31,
2017,16,DAL,4.40%,5.70%,10,6.70%,22,5.40%,5,
2017,16,WAS,2.40%,1.00%,17,-4.50%,13,-3.10%,24,
2017,16,SEA,2.40%,-0.20%,18,-5.20%,11,-2.70%,22,
2017,16,GB,2.30%,3.70%,12,3.20%,17,1.90%,13,
2017,16,DET,2.10%,3.30%,13,6.30%,21,5.10%,7,
2017,16,ATL,0.20%,9.10%,8,7.20%,23,-1.60%,21,
2017,16,OAK,-5.70%,3.20%,14,8.60%,26,-0.30%,18,
2017,16,TEN,-8.00%,-1.10%,19,8.30%,25,1.40%,14,
2017,16,BUF,-10.90%,-13.50%,26,0.80%,15,3.40%,8,
2017,16,ARI,-12.00%,-20.20%,30,-13.60%,4,-5.40%,29,
2017,16,TB,-13.00%,3.70%,11,11.90%,31,-4.90%,28,
2017,16,SF,-15.10%,-6.40%,21,11.50%,30,2.80%,10,
2017,16,CIN,-15.20%,-10.30%,24,4.20%,18,-0.70%,19,
2017,16,CHI,-15.30%,-14.50%,27,-2.80%,14,-3.50%,25,
2017,16,NYJ,-16.80%,-9.00%,23,5.20%,19,-2.70%,23,
2017,16,HOU,-19.90%,-10.30%,25,5.20%,20,-4.30%,26,
2017,16,MIA,-20.00%,-14.80%,28,8.00%,24,2.80%,11,
2017,16,DEN,-22.70%,-20.40%,31,-5.90%,10,-8.20%,32,
2017,16,NYG,-24.80%,-8.40%,22,9.20%,28,-7.10%,30,
2017,16,IND,-25.20%,-19.10%,29,9.10%,27,3.00%,9,
2017,16,CLE,-28.90%,-21.60%,32,3.00%,16,-4.30%,27,
2017,17,NO,30.70%,21.60%,2,-7.90%,8,1.20%,15,
2017,17,LARM,27.70%,11.10%,6,-9.70%,6,6.80%,2,
2017,17,PIT,27.10%,17.60%,3,-6.40%,9,3.10%,9,
2017,17,MIN,25.10%,12.00%,5,-13.90%,2,-0.90%,18,
2017,17,PHI,23.50%,10.00%,8,-12.60%,5,0.90%,16,
2017,17,NE,22.60%,27.30%,1,10.90%,31,6.30%,3,
2017,17,BAL,18.50%,-4.50%,21,-13.80%,3,9.20%,1,
2017,17,JAC,13.10%,-0.20%,16,-16.10%,1,-2.80%,24,
2017,17,CAR,13.00%,-0.50%,17,-8.80%,7,4.70%,6,
2017,17,KC,10.50%,15.70%,4,10.60%,30,5.30%,4,
2017,17,LACH,7.90%,10.70%,7,-4.70%,12,-7.50%,31,
2017,17,DET,5.60%,4.50%,12,4.00%,19,5.10%,5,
2017,17,DAL,5.40%,6.70%,10,5.90%,25,4.60%,7,
2017,17,SEA,3.20%,1.30%,14,-3.80%,13,-2.00%,20,
2017,17,ATL,1.50%,8.20%,9,5.60%,22,-1.20%,19,
2017,17,WAS,-0.50%,-3.00%,20,-4.90%,11,-2.40%,22,
2017,17,GB,-3.30%,0.40%,15,4.90%,20,1.30%,14,
2017,17,TEN,-5.60%,-2.10%,18,5.10%,21,1.60%,13,
2017,17,OAK,-6.60%,3.90%,13,10.30%,29,-0.20%,17,
2017,17,SF,-8.30%,-2.80%,19,8.30%,26,2.90%,11,
2017,17,BUF,-9.80%,-11.10%,26,1.70%,15,2.90%,10,
2017,17,ARI,-11.20%,-18.40%,30,-12.60%,4,-5.50%,28,
2017,17,TB,-11.90%,5.30%,11,11.70%,32,-5.50%,29,
2017,17,CIN,-12.50%,-6.40%,22,3.70%,17,-2.40%,21,
2017,17,CHI,-15.90%,-14.90%,28,-1.50%,14,-2.40%,23,
2017,17,NYJ,-17.30%,-10.20%,24,4.00%,18,-3.20%,25,
2017,17,MIA,-19.80%,-13.00%,27,9.40%,28,2.60%,12,
2017,17,HOU,-20.30%,-10.20%,25,5.60%,23,-4.50%,26,
2017,17,DEN,-20.90%,-18.90%,31,-5.50%,10,-7.40%,30,
2017,17,NYG,-22.20%,-9.00%,23,5.70%,24,-7.50%,32,
2017,17,IND,-22.40%,-17.70%,29,8.40%,27,3.70%,8,
2017,17,CLE,-27.20%,-20.10%,32,2.00%,16,-5.10%,27,
2017,18,NE,32.20%,27.40%,1,3.20%,22,8.10%,2,
2017,18,NO,31.70%,23.20%,2,-3.80%,9,4.60%,9,
2017,18,MIN,29.30%,12.80%,5,-17.70%,3,-1.10%,19,
2017,18,PIT,27.90%,19.70%,3,-0.60%,14,7.70%,3,
2017,18,LARM,27.20%,12.70%,6,-7.50%,7,7.00%,4,
2017,18,BAL,24.70%,2.60%,15,-11.20%,5,10.80%,1,
2017,18,PHI,22.90%,6.70%,11,-18.10%,1,-1.90%,21,
2017,18,LACH,19.00%,14.40%,4,-9.20%,6,-4.60%,27,
2017,18,CAR,13.80%,3.60%,13,-5.00%,8,5.20%,6,
2017,18,JAC,13.10%,-3.90%,19,-15.90%,4,1.00%,17,
2017,18,DAL,9.80%,4.00%,12,-0.30%,15,5.50%,5,
2017,18,ATL,6.00%,8.30%,9,1.30%,18,-1.00%,18,
2017,18,SF,3.70%,7.50%,10,5.50%,25,1.70%,14,
2017,18,SEA,2.20%,2.10%,16,-3.00%,11,-2.90%,23,
2017,18,DET,0.80%,8.80%,8,11.40%,30,3.50%,11,
2017,18,KC,0.30%,10.30%,7,14.90%,31,4.80%,7,
