,date,favorite,spread,underdog,total,awayMoneyLine,homeMoneyLine,season,week
5,"November 16, 2014 1:00 PM",at Bears,-2.5,Vikings,46.5,105.0,-125.0,2014,11
6,"November 16, 2014 1:00 PM",at Browns,-4.5,Texans,42.0,170.0,-200.0,2014,11
7,"November 16, 2014 1:00 PM",Seahawks,-1.0,at Chiefs,43.5,100.0,-120.0,2014,11
8,"November 16, 2014 1:00 PM",Broncos,-9.0,at Rams,50.0,-500.0,400.0,2014,11
9,"November 16, 2014 4:05 PM",at Chargers,-10.5,Raiders,45.5,450.0,-600.0,2014,11
10,"November 16, 2014 4:25 PM",Lions,-1.5,at Cardinals,41.5,-110.0,-110.0,2014,11
11,"November 16, 2014 4:25 PM",at Packers,-5.5,Eagles,56.0,200.0,-240.0,2014,11
12,"November 16, 2014 8:30 PM",at Colts,-3.0,Patriots,59.0,140.0,-160.0,2014,11
13,"November 17, 2014 8:30 PM",Steelers,-7.0,at Titans,46.0,-300.0,250.0,2014,11
0,"November 20, 2014 8:25 PM",Chiefs,-7.5,at Raiders,42.5,-360.0,300.0,2014,12
1,"November 23, 2014 1:00 PM",at Eagles,-11.0,Titans,49.0,550.0,-700.0,2014,12
2,"November 23, 2014 1:00 PM",at Falcons,-2.0,Browns,48.0,125.0,-145.0,2014,12
3,"November 23, 2014 1:00 PM",at Bears,-4.0,Buccaneers,46.0,175.0,-210.0,2014,12
4,"November 23, 2014 1:00 PM",at Texans,-2.0,Bengals,44.0,125.0,-145.0,2014,12
5,"November 23, 2014 1:00 PM",at Colts,-14.0,Jaguars,49.0,600.0,-900.0,2014,12
6,"November 23, 2014 1:00 PM",Packers,-8.0,at Vikings,50.0,-400.0,300.0,2014,12
7,"November 23, 2014 1:00 PM",at Patriots,-7.0,Lions,48.0,280.0,-340.0,2014,12
8,"November 23, 2014 4:05 PM",at Chargers,-5.0,Rams,44.0,200.0,-240.0,2014,12
9,"November 23, 2014 4:05 PM",at Seahawks,-7.0,Cardinals,42.0,290.0,-360.0,2014,12
10,"November 23, 2014 4:25 PM",at 49ers,-10.0,Redskins,44.0,400.0,-500.0,2014,12
11,"November 23, 2014 4:25 PM",at Broncos,-6.0,Dolphins,47.0,250.0,-300.0,2014,12
12,"November 23, 2014 8:30 PM",Cowboys,-4.0,at Giants,48.0,-220.0,180.0,2014,12
13,"November 24, 2014 7:00 PM",at Bills,-2.0,Jets,42.0,125.0,-145.0,2014,12
14,"November 24, 2014 8:30 PM",at Saints,-3.0,Ravens,50.0,125.0,-145.0,2014,12
0,"November 27, 2014 12:30 PM",at Lions,-7.0,Bears,46.0,260.0,-320.0,2014,13
1,"November 27, 2014 4:30 PM",at Cowboys,-3.0,Eagles,56.0,155.0,-175.0,2014,13
2,"November 27, 2014 8:30 PM",at 49ers,-1.0,Seahawks,40.0,110.0,-130.0,2014,13
3,"November 30, 2014 1:00 PM",Bengals,-6.0,at Buccaneers,44.0,-250.0,210.0,2014,13
4,"November 30, 2014 1:00 PM",at Steelers,-4.0,Saints,54.0,160.0,-180.0,2014,13
5,"November 30, 2014 1:00 PM",at Rams,-6.0,Raiders,43.0,220.0,-260.0,2014,13
6,"November 30, 2014 1:00 PM",at Vikings,-2.0,Panthers,41.0,120.0,-140.0,2014,13
7,"November 30, 2014 1:00 PM",at Ravens,-6.0,Chargers,46.0,230.0,-275.0,2014,13
8,"November 30, 2014 1:00 PM",at Bills,-3.0,Browns,42.0,150.0,-170.0,2014,13
9,"November 30, 2014 1:00 PM",at Texans,-7.0,Titans,43.0,250.0,-300.0,2014,13
10,"November 30, 2014 1:00 PM",at Colts,-8.0,Redskins,48.0,300.0,-400.0,2014,13
11,"November 30, 2014 1:00 PM",Giants,-3.0,at Jaguars,44.0,-155.0,135.0,2014,13
12,"November 30, 2014 4:05 PM",Cardinals,-2.0,at Falcons,46.0,-130.0,110.0,2014,13
13,"November 30, 2014 4:25 PM",at Packers,-2.0,Patriots,58.0,125.0,-145.0,2014,13
14,"November 30, 2014 8:30 PM",at Chiefs,-1.0,Broncos,49.0,100.0,-120.0,2014,13
15,"December 1, 2014 8:30 PM",Dolphins,-7.0,at Jets,42.0,-310.0,250.0,2014,13
0,"December 4, 2014 8:25 PM",Cowboys,-4.0,at Bears,51.0,-210.0,175.0,2014,14
1,"December 7, 2014 1:00 PM",at Bengals,-3.0,Steelers,48.0,140.0,-160.0,2014,14
2,"December 7, 2014 1:00 PM",Colts,-3.0,at Browns,50.0,-170.0,150.0,2014,14
3,"December 7, 2014 1:00 PM",at Lions,-10.0,Buccaneers,42.0,400.0,-550.0,2014,14
4,"December 7, 2014 1:00 PM",Texans,-6.0,at Jaguars,42.0,-280.0,235.0,2014,14
5,"December 7, 2014 1:00 PM",at Dolphins,-3.0,Ravens,45.0,140.0,-160.0,2014,14
6,"December 7, 2014 1:00 PM",at Vikings,-4.0,Jets,40.0,170.0,-200.0,2014,14
7,"December 7, 2014 1:00 PM",at Saints,-9.0,Panthers,50.0,400.0,-400.0,2014,14
8,"December 7, 2014 1:00 PM",Giants,-2.0,at Titans,46.0,-145.0,125.0,2014,14
9,"December 7, 2014 1:00 PM",Rams,-3.0,at Redskins,44.0,-145.0,125.0,2014,14
10,"December 7, 2014 4:05 PM",Chiefs,-2.0,at Cardinals,41.0,-150.0,130.0,2014,14
11,"December 7, 2014 4:05 PM",at Broncos,-9.0,Bills,47.0,350.0,-425.0,2014,14
12,"December 7, 2014 4:25 PM",49ers,-8.0,at Raiders,40.0,-450.0,350.0,2014,14
13,"December 7, 2014 4:25 PM",Seahawks,-2.0,at Eagles,48.0,-125.0,105.0,2014,14
14,"December 7, 2014 8:30 PM",Patriots,-4.0,at Chargers,53.0,-210.0,180.0,2014,14
15,"December 8, 2014 8:30 PM",at Packers,-14.0,Falcons,54.0,600.0,-900.0,2014,14
0,"December 11, 2014 8:25 PM",at Rams,-6.0,Cardinals,40.0,220.0,-260.0,2014,15
1,"December 14, 2014 1:00 PM",at Patriots,-9.0,Dolphins,49.0,350.0,-450.0,2014,15
2,"December 14, 2014 1:00 PM",at Giants,-7.0,Redskins,46.0,250.0,-300.0,2014,15
3,"December 14, 2014 1:00 PM",Steelers,-3.0,at Falcons,55.0,-155.0,135.0,2014,15
4,"December 14, 2014 1:00 PM",at Ravens,-14.0,Jaguars,44.0,700.0,-1100.0,2014,15
5,"December 14, 2014 1:00 PM",Packers,-4.0,at Bills,50.0,-185.0,160.0,2014,15
6,"December 14, 2014 1:00 PM",at Panthers,-4.0,Buccaneers,41.0,165.0,-190.0,2014,15
7,"December 14, 2014 1:00 PM",at Browns,-2.0,Bengals,44.0,110.0,-130.0,2014,15
8,"December 14, 2014 1:00 PM",at Colts,-7.0,Texans,49.0,260.0,-320.0,2014,15
9,"December 14, 2014 1:00 PM",at Chiefs,-11.0,Raiders,42.0,450.0,-600.0,2014,15
10,"December 14, 2014 4:05 PM",Broncos,-4.0,at Chargers,49.0,-220.0,180.0,2014,15
11,"December 14, 2014 4:05 PM",Jets,-4.0,at Titans,42.0,-180.0,160.0,2014,15
12,"December 14, 2014 4:25 PM",at Seahawks,-10.0,49ers,38.0,350.0,-450.0,2014,15
13,"December 14, 2014 4:25 PM",at Lions,-8.0,Vikings,42.0,310.0,-400.0,2014,15
14,"December 14, 2014 8:30 PM",at Eagles,-4.0,Cowboys,54.0,150.0,-170.0,2014,15
15,"December 15, 2014 8:30 PM",Saints,-3.0,at Bears,54.0,-180.0,165.0,2014,15
0,"December 18, 2014 8:25 PM",at Jaguars,-4.0,Titans,39.0,190.0,-220.0,2014,16
1,"December 20, 2014 4:30 PM",at 49ers,-2.0,Chargers,40.0,105.0,-125.0,2014,16
2,"December 20, 2014 4:30 PM",Eagles,-7.0,at Redskins,50.0,-320.0,260.0,2014,16
3,"December 21, 2014 1:00 PM",Packers,-12.0,at Buccaneers,48.0,-800.0,500.0,2014,16
4,"December 21, 2014 1:00 PM",Ravens,-6.0,at Texans,42.0,-300.0,250.0,2014,16
5,"December 21, 2014 1:00 PM",at Steelers,-2.0,Chiefs,50.0,120.0,-140.0,2014,16
6,"December 21, 2014 1:00 PM",at Panthers,-6.0,Browns,40.0,220.0,-260.0,2014,16
7,"December 21, 2014 1:00 PM",Lions,-10.0,at Bears,44.0,-500.0,400.0,2014,16
8,"December 21, 2014 1:00 PM",at Dolphins,-4.0,Vikings,42.0,180.0,-220.0,2014,16
9,"December 21, 2014 1:00 PM",at Saints,-6.0,Falcons,56.0,220.0,-260.0,2014,16
10,"December 21, 2014 1:00 PM",Patriots,-10.0,at Jets,47.0,-500.0,400.0,2014,16
11,"December 21, 2014 4:05 PM",at Rams,-6.0,Giants,44.0,230.0,-270.0,2014,16
12,"December 21, 2014 4:25 PM",Bills,-7.0,at Raiders,42.0,-280.0,240.0,2014,16
13,"December 21, 2014 4:25 PM",at Cowboys,-4.0,Colts,53.0,155.0,-175.0,2014,16
14,"December 21, 2014 8:30 PM",Seahawks,-10.0,at Cardinals,36.0,-450.0,350.0,2014,16
15,"December 22, 2014 8:30 PM",Broncos,-4.0,at Bengals,47.0,-180.0,160.0,2014,16
0,"December 28, 2014 1:00 PM",at Texans,-8.0,Jaguars,38.0,310.0,-380.0,2014,17
1,"December 28, 2014 1:00 PM",at Chiefs,-3.0,Chargers,42.0,130.0,-150.0,2014,17
2,"December 28, 2014 1:00 PM",at Dolphins,-7.0,Jets,41.0,250.0,-300.0,2014,17
3,"December 28, 2014 1:00 PM",at Vikings,-7.0,Bears,47.0,250.0,-300.0,2014,17
4,"December 28, 2014 1:00 PM",at Patriots,-4.0,Bills,44.0,175.0,-210.0,2014,17
5,"December 28, 2014 1:00 PM",at Giants,-1.0,Eagles,52.0,-105.0,-115.0,2014,17
6,"December 28, 2014 1:00 PM",at Ravens,-14.0,Browns,40.0,800.0,-1000.0,2014,17
7,"December 28, 2014 1:00 PM",Saints,-6.0,at Buccaneers,46.0,-260.0,210.0,2014,17
8,"December 28, 2014 1:00 PM",Colts,-8.0,at Titans,46.0,-340.0,280.0,2014,17
9,"December 28, 2014 1:00 PM",Cowboys,-6.0,at Redskins,47.0,-260.0,220.0,2014,17
10,"December 28, 2014 4:25 PM",at Falcons,-3.0,Panthers,48.0,130.0,-150.0,2014,17
11,"December 28, 2014 4:25 PM",at Broncos,-16.0,Raiders,48.0,900.0,-1300.0,2014,17
12,"December 28, 2014 4:25 PM",at Packers,-8.0,Lions,46.0,330.0,-400.0,2014,17
13,"December 28, 2014 4:25 PM",at Seahawks,-11.0,Rams,42.0,500.0,-700.0,2014,17
14,"December 28, 2014 4:25 PM",at 49ers,-6.0,Cardinals,38.0,240.0,-300.0,2014,17
15,"December 28, 2014 8:30 PM",at Steelers,-3.0,Bengals,48.0,155.0,-175.0,2014,17
0,"September 10, 2015 8:30 PM",at Patriots,-7.0,Steelers,51.0,270.0,-340.0,2015,1
1,"September 13, 2015 1:00 PM",at Jets,-4.0,Browns,40.0,170.0,-190.0,2015,1
2,"September 13, 2015 1:00 PM",Dolphins,-4.0,at Redskins,46.0,-210.0,175.0,2015,1
3,"September 13, 2015 1:00 PM",Colts,-1.0,at Bills,44.0,-115.0,-105.0,2015,1
4,"September 13, 2015 1:00 PM",Packers,-6.0,at Bears,48.0,-286.0,230.0,2015,1
5,"September 13, 2015 1:00 PM",Chiefs,-1.0,at Texans,40.0,-115.0,-105.0,2015,1
6,"September 13, 2015 1:00 PM",Panthers,-3.0,at Jaguars,41.0,-150.0,130.0,2015,1
7,"September 13, 2015 1:00 PM",Seahawks,-4.0,at Rams,42.0,-185.0,160.0,2015,1
8,"September 13, 2015 4:05 PM",at Chargers,-4.0,Lions,46.0,160.0,-180.0,2015,1
9,"September 13, 2015 4:05 PM",at Cardinals,-2.0,Saints,49.0,120.0,-140.0,2015,1
10,"September 13, 2015 4:25 PM",at Broncos,-4.0,Ravens,46.0,180.0,-220.0,2015,1
11,"September 13, 2015 4:25 PM",at Buccaneers,-3.0,Titans,40.0,130.0,-150.0,2015,1
12,"September 13, 2015 4:25 PM",Bengals,-3.0,at Raiders,43.0,-154.0,130.0,2015,1
13,"September 13, 2015 8:30 PM",at Cowboys,-7.0,Giants,52.0,240.0,-300.0,2015,1
14,"September 14, 2015 7:10 PM",Eagles,-3.0,at Falcons,55.0,-188.0,150.0,2015,1
15,"September 14, 2015 10:20 PM",Vikings,-2.0,at 49ers,42.0,-142.0,120.0,2015,1
0,"September 17, 2015 8:25 PM",at Chiefs,-3.0,Broncos,42.0,150.0,-170.0,2015,2
1,"September 20, 2015 1:00 PM",at Vikings,-2.0,Lions,44.0,125.0,-145.0,2015,2
2,"September 20, 2015 1:00 PM",at Saints,-10.0,Buccaneers,47.0,350.0,-450.0,2015,2
3,"September 20, 2015 1:00 PM",at Giants,-2.0,Falcons,50.0,110.0,-130.0,2015,2
4,"September 20, 2015 1:00 PM",at Bills,-2.0,Patriots,45.0,-101.0,-119.0,2015,2
5,"September 20, 2015 1:00 PM",at Panthers,-3.0,Texans,41.0,135.0,-155.0,2015,2
6,"September 20, 2015 1:00 PM",Cardinals,-2.0,at Bears,46.0,-125.0,105.0,2015,2
7,"September 20, 2015 1:00 PM",at Bengals,-4.0,Chargers,48.0,145.0,-175.0,2015,2
8,"September 20, 2015 1:00 PM",Titans,-1.0,at Browns,41.0,-120.0,100.0,2015,2
9,"September 20, 2015 1:00 PM",at Steelers,-6.0,49ers,46.0,200.0,-240.0,2015,2
10,"September 20, 2015 1:00 PM",Rams,-3.0,at Redskins,41.0,-175.0,155.0,2015,2
11,"September 20, 2015 4:05 PM",Dolphins,-6.0,at Jaguars,42.0,-250.0,210.0,2015,2
12,"September 20, 2015 4:05 PM",Ravens,-6.0,at Raiders,42.0,-220.0,190.0,2015,2
13,"September 20, 2015 4:25 PM",at Eagles,-6.0,Cowboys,54.0,250.0,-300.0,2015,2
14,"September 20, 2015 8:30 PM",at Packers,-4.0,Seahawks,49.0,145.0,-175.0,2015,2
15,"September 21, 2015 8:30 PM",at Colts,-6.0,Jets,46.0,220.0,-270.0,2015,2
0,"September 24, 2015 8:25 PM",at Giants,-3.0,Redskins,45.0,145.0,-165.0,2015,3
1,"September 27, 2015 1:00 PM",at Jets,-3.0,Eagles,47.0,145.0,-165.0,2015,3
2,"September 27, 2015 1:00 PM",Colts,-3.0,at Titans,46.0,-175.0,155.0,2015,3
3,"September 27, 2015 1:00 PM",at Ravens,-2.0,Bengals,46.0,100.0,-125.0,2015,3
4,"September 27, 2015 1:00 PM",at Panthers,-10.0,Saints,43.0,350.0,-450.0,2015,3
5,"September 27, 2015 1:00 PM",at Browns,-4.0,Raiders,44.0,163.0,-183.0,2015,3
6,"September 27, 2015 1:00 PM",at Cowboys,-1.0,Falcons,43.0,-110.0,-110.0,2015,3
7,"September 27, 2015 1:00 PM",at Texans,-6.0,Buccaneers,41.0,220.0,-260.0,2015,3
8,"September 27, 2015 1:00 PM",at Rams,-1.0,Steelers,48.0,100.0,-120.0,2015,3
9,"September 27, 2015 1:00 PM",at Vikings,-2.0,Chargers,46.0,105.0,-130.0,2015,3
10,"September 27, 2015 1:00 PM",at Patriots,-14.0,Jaguars,49.0,750.0,-1250.0,2015,3
11,"September 27, 2015 4:05 PM",at Cardinals,-6.0,49ers,45.0,250.0,-300.0,2015,3
12,"September 27, 2015 4:25 PM",at Seahawks,-16.0,Bears,44.0,800.0,-1600.0,2015,3
13,"September 27, 2015 4:25 PM",at Dolphins,-2.0,Bills,44.0,105.0,-125.0,2015,3
14,"September 27, 2015 8:30 PM",Broncos,-3.0,at Lions,44.0,-163.0,130.0,2015,3
15,"September 28, 2015 8:30 PM",at Packers,-6.0,Chiefs,48.0,210.0,-250.0,2015,3
0,"October 1, 2015 8:25 PM",Ravens,-3.0,at Steelers,44.0,-163.0,130.0,2015,4
1,"October 4, 2015 9:30 AM",Jets,-2.0,at Dolphins,42.0,-140.0,120.0,2015,4
2,"October 4, 2015 1:00 PM",at Colts,-4.0,Jaguars,43.0,167.0,-200.0,2015,4
3,"October 4, 2015 1:00 PM",at Falcons,-4.0,Texans,48.0,185.0,-225.0,2015,4
4,"October 4, 2015 1:00 PM",at Bills,-6.0,Giants,46.0,210.0,-260.0,2015,4
5,"October 4, 2015 1:00 PM",Raiders,-3.0,at Bears,44.0,-165.0,145.0,2015,4
6,"October 4, 2015 1:00 PM",at Bengals,-4.0,Chiefs,45.0,155.0,-175.0,2015,4
7,"October 4, 2015 1:00 PM",Panthers,-3.0,at Buccaneers,40.0,-182.0,145.0,2015,4
8,"October 4, 2015 1:00 PM",Eagles,-3.0,at Redskins,46.0,-161.0,130.0,2015,4
9,"October 4, 2015 4:05 PM",at Chargers,-5.0,Browns,44.0,205.0,-245.0,2015,4
10,"October 4, 2015 4:25 PM",at Broncos,-6.0,Vikings,43.0,240.0,-300.0,2015,4
11,"October 4, 2015 4:25 PM",at Cardinals,-7.0,Rams,44.0,275.0,-350.0,2015,4
12,"October 4, 2015 4:25 PM",Packers,-8.0,at 49ers,48.0,-345.0,275.0,2015,4
13,"October 4, 2015 8:30 PM",at Saints,-3.0,Cowboys,49.0,140.0,-155.0,2015,4
14,"October 5, 2015 8:30 PM",at Seahawks,-10.0,Lions,43.0,375.0,-500.0,2015,4
0,"October 8, 2015 8:25 PM",at Texans,-5.0,Colts,40.0,180.0,-220.0,2015,5
1,"October 11, 2015 1:00 PM",at Chiefs,-9.0,Bears,44.0,360.0,-460.0,2015,5
2,"October 11, 2015 1:00 PM",at Packers,-9.0,Rams,45.0,350.0,-450.0,2015,5
3,"October 11, 2015 1:00 PM",at Falcons,-7.0,Redskins,48.0,260.0,-320.0,2015,5
4,"October 11, 2015 1:00 PM",at Ravens,-6.0,Browns,43.0,220.0,-260.0,2015,5
5,"October 11, 2015 1:00 PM",at Bengals,-3.0,Seahawks,44.0,150.0,-170.0,2015,5
6,"October 11, 2015 1:00 PM",at Eagles,-6.0,Saints,50.0,220.0,-270.0,2015,5
7,"October 11, 2015 1:00 PM",at Buccaneers,-1.0,Jaguars,42.0,105.0,-115.0,2015,5
8,"October 11, 2015 1:00 PM",Bills,-1.0,at Titans,43.0,-115.0,-105.0,2015,5
9,"October 11, 2015 4:05 PM",Cardinals,-4.0,at Lions,46.0,-220.0,185.0,2015,5
10,"October 11, 2015 4:25 PM",Patriots,-8.0,at Cowboys,50.0,-380.0,300.0,2015,5
11,"October 11, 2015 4:25 PM",Broncos,-4.0,at Raiders,44.0,-210.0,180.0,2015,5
12,"October 11, 2015 8:30 PM",at Giants,-8.0,49ers,44.0,280.0,-340.0,2015,5
13,"October 12, 2015 8:30 PM",at Chargers,-4.0,Steelers,46.0,180.0,-210.0,2015,5
0,"October 15, 2015 8:25 PM",Falcons,-3.0,at Saints,52.0,-155.0,135.0,2015,6
1,"October 18, 2015 1:00 PM",at Jets,-8.0,Redskins,40.0,295.0,-360.0,2015,6
2,"October 18, 2015 1:00 PM",at Jaguars,-2.0,Texans,43.0,125.0,-145.0,2015,6
3,"October 18, 2015 1:00 PM",at Vikings,-4.0,Chiefs,43.0,160.0,-185.0,2015,6
4,"October 18, 2015 1:00 PM",Bengals,-3.0,at Bills,42.0,-164.0,144.0,2015,6
5,"October 18, 2015 1:00 PM",Broncos,-3.0,at Browns,42.0,-185.0,155.0,2015,6
6,"October 18, 2015 1:00 PM",at Lions,-4.0,Bears,46.0,168.0,-200.0,2015,6
7,"October 18, 2015 1:00 PM",Cardinals,-6.0,at Steelers,46.0,-230.0,205.0,2015,6
8,"October 18, 2015 1:00 PM",at Titans,-2.0,Dolphins,44.0,115.0,-135.0,2015,6
9,"October 18, 2015 4:05 PM",at Seahawks,-7.0,Panthers,41.0,260.0,-320.0,2015,6
10,"October 18, 2015 4:25 PM",Ravens,-2.0,at 49ers,44.0,-140.0,120.0,2015,6
11,"October 18, 2015 4:25 PM",at Packers,-10.0,Chargers,50.0,400.0,-500.0,2015,6
12,"October 18, 2015 8:30 PM",Patriots,-10.0,at Colts,54.0,-450.0,350.0,2015,6
13,"October 19, 2015 8:30 PM",at Eagles,-4.0,Giants,50.0,170.0,-200.0,2015,6
0,"October 22, 2015 8:25 PM",Seahawks,-6.0,at 49ers,42.0,-300.0,225.0,2015,7
1,"October 25, 2015 9:30 AM",Bills,-4.0,at Jaguars,42.0,-200.0,160.0,2015,7
2,"October 25, 2015 1:00 PM",at Chiefs,-3.0,Steelers,42.0,150.0,-170.0,2015,7
3,"October 25, 2015 1:00 PM",Falcons,-6.0,at Titans,46.0,-250.0,200.0,2015,7
4,"October 25, 2015 1:00 PM",at Redskins,-3.0,Buccaneers,42.0,130.0,-150.0,2015,7
5,"October 25, 2015 1:00 PM",at Lions,-1.0,Vikings,44.0,100.0,-120.0,2015,7
6,"October 25, 2015 1:00 PM",at Colts,-6.0,Saints,53.0,210.0,-250.0,2015,7
7,"October 25, 2015 1:00 PM",at Rams,-6.0,Browns,44.0,220.0,-260.0,2015,7
8,"October 25, 2015 1:00 PM",at Dolphins,-4.0,Texans,46.0,180.0,-220.0,2015,7
9,"October 25, 2015 1:00 PM",at Patriots,-7.0,Jets,48.0,270.0,-340.0,2015,7
10,"October 25, 2015 4:05 PM",at Chargers,-4.0,Raiders,48.0,155.0,-175.0,2015,7
11,"October 25, 2015 4:25 PM",at Giants,-3.0,Cowboys,44.0,140.0,-160.0,2015,7
12,"October 25, 2015 8:30 PM",at Panthers,-3.0,Eagles,46.0,130.0,-150.0,2015,7
13,"October 26, 2015 8:30 PM",at Cardinals,-10.0,Ravens,50.0,400.0,-500.0,2015,7
0,"October 29, 2015 8:25 PM",at Patriots,-8.0,Dolphins,51.0,320.0,-400.0,2015,8
1,"November 1, 2015 9:30 AM",at Chiefs,-3.0,Lions,45.0,140.0,-160.0,2015,8
2,"November 1, 2015 1:00 PM",at Rams,-8.0,49ers,41.0,315.0,-400.0,2015,8
3,"November 1, 2015 1:00 PM",at Falcons,-8.0,Buccaneers,48.0,333.0,-400.0,2015,8
4,"November 1, 2015 1:00 PM",at Ravens,-4.0,Chargers,50.0,175.0,-210.0,2015,8
5,"November 1, 2015 1:00 PM",Vikings,-2.0,at Bears,44.0,-120.0,110.0,2015,8
6,"November 1, 2015 1:00 PM",Cardinals,-7.0,at Browns,46.0,-320.0,260.0,2015,8
7,"November 1, 2015 1:00 PM",at Saints,-3.0,Giants,52.0,145.0,-170.0,2015,8
8,"November 1, 2015 1:00 PM",at Texans,-4.0,Titans,43.0,155.0,-175.0,2015,8
9,"November 1, 2015 1:00 PM",at Steelers,-0.0,Bengals,49.0,-115.0,-105.0,2015,8
10,"November 1, 2015 4:05 PM",Jets,-3.0,at Raiders,44.0,-189.0,155.0,2015,8
11,"November 1, 2015 4:25 PM",Seahawks,-5.0,at Cowboys,42.0,-222.0,180.0,2015,8
12,"November 1, 2015 8:30 PM",Packers,-2.0,at Broncos,46.0,-140.0,120.0,2015,8
13,"November 2, 2015 8:30 PM",at Panthers,-5.0,Colts,46.0,195.0,-240.0,2015,8
0,"November 5, 2015 8:25 PM",at Bengals,-13.0,Browns,46.0,550.0,-850.0,2015,9
1,"November 8, 2015 1:00 PM",at Bills,-4.0,Dolphins,44.0,167.0,-200.0,2015,9
2,"November 8, 2015 1:00 PM",Packers,-2.0,at Panthers,46.0,-130.0,110.0,2015,9
3,"November 8, 2015 1:00 PM",at Vikings,-2.0,Rams,40.0,105.0,-125.0,2015,9
4,"November 8, 2015 1:00 PM",at Patriots,-14.0,Redskins,52.0,700.0,-1400.0,2015,9
5,"November 8, 2015 1:00 PM",at Saints,-6.0,Titans,50.0,250.0,-300.0,2015,9
6,"November 8, 2015 1:00 PM",at Jets,-8.0,Jaguars,42.0,300.0,-360.0,2015,9
7,"November 8, 2015 1:00 PM",at Steelers,-6.0,Raiders,48.0,195.0,-250.0,2015,9
8,"November 8, 2015 4:05 PM",Falcons,-8.0,at 49ers,44.0,-350.0,285.0,2015,9
9,"November 8, 2015 4:05 PM",Giants,-2.0,at Buccaneers,49.0,-125.0,105.0,2015,9
10,"November 8, 2015 4:25 PM",Broncos,-4.0,at Colts,45.0,-195.0,160.0,2015,9
11,"November 8, 2015 8:30 PM",Eagles,-3.0,at Cowboys,44.0,-170.0,150.0,2015,9
12,"November 9, 2015 8:30 PM",at Chargers,-4.0,Bears,50.0,160.0,-200.0,2015,9
0,"November 12, 2015 8:25 PM",at Jets,-2.0,Bills,42.0,115.0,-135.0,2015,10
1,"November 15, 2015 1:00 PM",at Eagles,-6.0,Dolphins,50.0,210.0,-250.0,2015,10
2,"November 15, 2015 1:00 PM",at Steelers,-7.0,Browns,43.0,250.0,-300.0,2015,10
3,"November 15, 2015 1:00 PM",at Ravens,-5.0,Jaguars,47.0,195.0,-250.0,2015,10
4,"November 15, 2015 1:00 PM",at Packers,-10.0,Lions,50.0,440.0,-600.0,2015,10
5,"November 15, 2015 1:00 PM",at Rams,-7.0,Bears,42.0,305.0,-335.0,2015,10
6,"November 15, 2015 1:00 PM",Cowboys,-1.0,at Buccaneers,44.0,-115.0,-105.0,2015,10
7,"November 15, 2015 1:00 PM",Panthers,-4.0,at Titans,42.0,-200.0,170.0,2015,10
8,"November 15, 2015 1:00 PM",Saints,-2.0,at Redskins,52.0,-125.0,105.0,2015,10
9,"November 15, 2015 4:05 PM",at Raiders,-3.0,Vikings,44.0,150.0,-160.0,2015,10
10,"November 15, 2015 4:25 PM",Patriots,-7.0,at Giants,52.0,-325.0,265.0,2015,10
11,"November 15, 2015 4:25 PM",at Broncos,-4.0,Chiefs,42.0,170.0,-200.0,2015,10
12,"November 15, 2015 8:30 PM",at Seahawks,-3.0,Cardinals,44.0,130.0,-150.0,2015,10
13,"November 16, 2015 8:30 PM",at Bengals,-10.0,Texans,46.0,400.0,-500.0,2015,10
0,"November 19, 2015 8:25 PM",at Jaguars,-3.0,Titans,42.0,125.0,-145.0,2015,11
1,"November 22, 2015 1:00 PM",Cowboys,-2.0,at Dolphins,46.0,-130.0,110.0,2015,11
2,"November 22, 2015 1:00 PM",at Falcons,-4.0,Colts,48.0,160.0,-200.0,2015,11
3,"November 22, 2015 1:00 PM",at Ravens,-3.0,Rams,41.0,130.0,-150.0,2015,11
4,"November 22, 2015 1:00 PM",at Panthers,-7.0,Redskins,44.0,245.0,-300.0,2015,11
5,"November 22, 2015 1:00 PM",Broncos,-2.0,at Bears,42.0,-133.0,110.0,2015,11
6,"November 22, 2015 1:00 PM",Raiders,-1.0,at Lions,50.0,-120.0,100.0,2015,11
7,"November 22, 2015 1:00 PM",Jets,-4.0,at Texans,40.0,-200.0,170.0,2015,11
8,"November 22, 2015 1:00 PM",at Eagles,-6.0,Buccaneers,46.0,225.0,-300.0,2015,11
9,"November 22, 2015 4:05 PM",Chiefs,-3.0,at Chargers,46.0,-170.0,150.0,2015,11
10,"November 22, 2015 4:25 PM",at Vikings,-1.0,Packers,45.0,-110.0,-110.0,2015,11
11,"November 22, 2015 4:25 PM",at Seahawks,-14.0,49ers,40.0,750.0,-1100.0,2015,11
12,"November 22, 2015 8:30 PM",at Cardinals,-4.0,Bengals,48.0,185.0,-215.0,2015,11
13,"November 23, 2015 8:30 PM",at Patriots,-7.0,Bills,48.0,290.0,-350.0,2015,11
0,"November 26, 2015 12:30 PM",at Lions,-3.0,Eagles,47.0,,,2015,12
1,"November 26, 2015 4:30 PM",Panthers,-1.0,at Cowboys,44.0,,,2015,12
2,"November 26, 2015 8:30 PM",at Packers,-8.0,Bears,45.0,,,2015,12
3,"November 29, 2015 1:00 PM",at Texans,-4.0,Saints,51.0,,,2015,12
4,"November 29, 2015 1:00 PM",at Colts,-3.0,Buccaneers,46.0,,,2015,12
5,"November 29, 2015 1:00 PM",at Jaguars,-5.0,Chargers,47.0,,,2015,12
