,date,favorite,spread,underdog,total,awayMoneyLine,homeMoneyLine,season,week
11,"December 10, 2017 4:05 PM",Jets,-1.0,at Broncos,40.5,-115.0,105.0,2017,14
12,"December 10, 2017 4:25 PM",Eagles,-1.0,at Rams,47.5,-115.0,105.0,2017,14
13,"December 10, 2017 4:25 PM",at Jaguars,-2.5,Seahawks,40.5,130.0,-140.0,2017,14
14,"December 10, 2017 8:30 PM",at Steelers,-6.0,Ravens,43.0,230.0,-250.0,2017,14
15,"December 11, 2017 8:30 PM",Patriots,-10.5,at Dolphins,48.0,-560.0,475.0,2017,14
0,"December 14, 2017 8:25 PM",Broncos,-2.5,at Colts,40.5,-145.0,135.0,2017,15
1,"December 16, 2017 4:30 PM",at Lions,-5.0,Bears,43.5,210.0,-230.0,2017,15
2,"December 16, 2017 8:25 PM",Chargers,-1.0,at Chiefs,46.5,-105.0,-105.0,2017,15
3,"December 17, 2017 1:00 PM",at Vikings,-13.0,Bengals,43.0,600.0,-750.0,2017,15
4,"December 17, 2017 1:00 PM",at Saints,-16.0,Jets,47.0,955.0,-1155.0,2017,15
5,"December 17, 2017 1:00 PM",Eagles,-7.5,at Giants,41.0,-310.0,280.0,2017,15
6,"December 17, 2017 1:00 PM",at Jaguars,-10.5,Texans,39.5,435.0,-500.0,2017,15
7,"December 17, 2017 1:00 PM",at Bills,-3.5,Dolphins,39.5,170.0,-185.0,2017,15
8,"December 17, 2017 1:00 PM",at Panthers,-3.0,Packers,46.5,135.0,-145.0,2017,15
9,"December 17, 2017 1:00 PM",Ravens,-6.5,at Browns,42.5,-275.0,250.0,2017,15
10,"December 17, 2017 1:00 PM",at Redskins,-4.0,Cardinals,40.0,185.0,-200.0,2017,15
11,"December 17, 2017 4:05 PM",Rams,-1.0,at Seahawks,47.5,-105.0,-105.0,2017,15
12,"December 17, 2017 4:25 PM",at 49ers,-2.5,Titans,44.5,125.0,-135.0,2017,15
13,"December 17, 2017 4:25 PM",Patriots,-2.5,at Steelers,53.0,-130.0,120.0,2017,15
14,"December 17, 2017 8:30 PM",Cowboys,-3.0,at Raiders,46.5,-145.0,135.0,2017,15
15,"December 18, 2017 8:30 PM",Falcons,-7.0,at Buccaneers,49.5,-320.0,290.0,2017,15
0,"December 23, 2017 4:30 PM",at Ravens,-13.5,Colts,41.0,725.0,-925.0,2017,16
1,"December 23, 2017 8:30 PM",Vikings,-9.0,at Packers,41.0,-415.0,370.0,2017,16
2,"December 24, 2017 1:00 PM",Rams,-6.0,at Titans,46.0,-235.0,215.0,2017,16
3,"December 24, 2017 1:00 PM",at Redskins,-3.0,Broncos,38.5,155.0,-165.0,2017,16
4,"December 24, 2017 1:00 PM",at Panthers,-10.0,Buccaneers,47.0,380.0,-430.0,2017,16
5,"December 24, 2017 1:00 PM",at Bears,-6.0,Browns,36.5,215.0,-235.0,2017,16
6,"December 24, 2017 1:00 PM",Lions,-3.5,at Bengals,43.5,-165.0,155.0,2017,16
7,"December 24, 2017 1:00 PM",at Chiefs,-11.0,Dolphins,43.5,450.0,-525.0,2017,16
8,"December 24, 2017 1:00 PM",at Patriots,-11.0,Bills,47.5,468.0,-550.0,2017,16
9,"December 24, 2017 1:00 PM",at Saints,-5.5,Falcons,52.0,205.0,-225.0,2017,16
10,"December 24, 2017 1:00 PM",Chargers,-7.0,at Jets,42.5,-305.0,275.0,2017,16
11,"December 24, 2017 4:05 PM",Jaguars,-4.0,at 49ers,43.0,-210.0,190.0,2017,16
12,"December 24, 2017 4:25 PM",at Cardinals,-3.0,Giants,39.0,158.0,-168.0,2017,16
13,"December 24, 2017 4:25 PM",at Cowboys,-4.0,Seahawks,47.5,185.0,-200.0,2017,16
14,"December 25, 2017 4:30 PM",Steelers,-8.5,at Texans,45.5,-410.0,365.0,2017,16
15,"December 25, 2017 8:30 PM",at Eagles,-10.0,Raiders,46.0,405.0,-455.0,2017,16
0,"December 31, 2017 1:00 PM",at Vikings,-12.5,Bears,38.0,670.0,-855.0,2017,17
1,"December 31, 2017 1:00 PM",at Patriots,-16.0,Jets,43.5,1100.0,-1400.0,2017,17
2,"December 31, 2017 1:00 PM",Redskins,-5.0,at Giants,41.0,-220.0,200.0,2017,17
3,"December 31, 2017 1:00 PM",Cowboys,-4.0,at Eagles,41.0,-190.0,175.0,2017,17
4,"December 31, 2017 1:00 PM",at Steelers,-5.0,Browns,37.5,195.0,-215.0,2017,17
5,"December 31, 2017 1:00 PM",at Lions,-7.5,Packers,45.0,280.0,-310.0,2017,17
6,"December 31, 2017 1:00 PM",at Colts,-5.5,Texans,42.0,215.0,-235.0,2017,17
7,"December 31, 2017 4:25 PM",at Chargers,-6.5,Raiders,43.0,265.0,-295.0,2017,17
8,"December 31, 2017 4:25 PM",49ers,-6.0,at Rams,44.0,-250.0,230.0,2017,17
9,"December 31, 2017 4:25 PM",Bills,-2.5,at Dolphins,41.5,-135.0,125.0,2017,17
10,"December 31, 2017 4:25 PM",at Falcons,-5.0,Panthers,44.5,205.0,-225.0,2017,17
11,"December 31, 2017 4:25 PM",at Ravens,-8.5,Bengals,40.0,335.0,-375.0,2017,17
12,"December 31, 2017 4:25 PM",at Broncos,-3.0,Chiefs,37.5,155.0,-165.0,2017,17
13,"December 31, 2017 4:25 PM",at Seahawks,-8.5,Cardinals,38.5,328.0,-365.0,2017,17
14,"December 31, 2017 4:25 PM",Saints,-6.0,at Buccaneers,49.5,-260.0,240.0,2017,17
15,"December 31, 2017 4:25 PM",at Titans,-2.5,Jaguars,40.5,130.0,-140.0,2017,17
0,"September 6, 2018 8:20 PM",Falcons,-1.0,at Eagles,44.5,-105.0,-105.0,2018,1
1,"September 9, 2018 1:00 PM",Titans,-1.0,at Dolphins,43.5,-102.0,-108.0,2018,1
2,"September 9, 2018 1:00 PM",at Vikings,-6.0,49ers,46.5,240.0,-260.0,2018,1
3,"September 9, 2018 1:00 PM",at Patriots,-6.0,Texans,49.0,225.0,-245.0,2018,1
4,"September 9, 2018 1:00 PM",at Saints,-10.0,Buccaneers,50.0,400.0,-450.0,2018,1
5,"September 9, 2018 1:00 PM",Jaguars,-2.5,at Giants,42.5,-133.0,123.0,2018,1
6,"September 9, 2018 1:00 PM",at Ravens,-7.5,Bills,38.5,310.0,-340.0,2018,1
7,"September 9, 2018 1:00 PM",Steelers,-3.5,at Browns,41.0,-170.0,160.0,2018,1
8,"September 9, 2018 1:00 PM",Bengals,-1.0,at Colts,47.5,-112.0,102.0,2018,1
9,"September 9, 2018 4:05 PM",at Chargers,-3.5,Chiefs,48.0,170.0,-185.0,2018,1
10,"September 9, 2018 4:25 PM",Redskins,-1.5,at Cardinals,43.5,111.0,-121.0,2018,1
11,"September 9, 2018 4:25 PM",at Broncos,-3.0,Seahawks,42.5,160.0,-170.0,2018,1
12,"September 9, 2018 4:25 PM",at Panthers,-2.5,Cowboys,42.0,135.0,-145.0,2018,1
13,"September 9, 2018 8:20 PM",at Packers,-6.5,Bears,45.0,255.0,-280.0,2018,1
14,"September 10, 2018 7:10 PM",at Lions,-7.0,Jets,44.0,285.0,-315.0,2018,1
15,"September 10, 2018 10:20 PM",Rams,-6.0,at Raiders,47.5,-250.0,230.0,2018,1
0,"September 13, 2018 8:20 PM",Ravens,-1.0,at Bengals,43.0,-104.0,-106.0,2018,2
1,"September 16, 2018 1:00 PM",at Falcons,-5.5,Panthers,43.5,209.0,-234.0,2018,2
2,"September 16, 2018 1:00 PM",Chargers,-7.5,at Bills,41.5,-307.0,270.0,2018,2
3,"September 16, 2018 1:00 PM",Vikings,-2.0,at Packers,45.0,-120.0,109.0,2018,2
4,"September 16, 2018 1:00 PM",at Saints,-9.5,Browns,51.0,376.0,-439.0,2018,2
5,"September 16, 2018 1:00 PM",at Jets,-3.0,Dolphins,43.0,145.0,-161.0,2018,2
6,"September 16, 2018 1:00 PM",at Steelers,-4.5,Chiefs,52.0,181.0,-202.0,2018,2
7,"September 16, 2018 1:00 PM",Eagles,-3.0,at Buccaneers,46.5,-147.0,133.0,2018,2
8,"September 16, 2018 1:00 PM",Texans,-3.5,at Titans,41.0,-176.0,159.0,2018,2
9,"September 16, 2018 1:00 PM",at Redskins,-6.0,Colts,48.0,213.0,-239.0,2018,2
10,"September 16, 2018 4:05 PM",at 49ers,-6.0,Lions,48.5,210.0,-236.0,2018,2
11,"September 16, 2018 4:05 PM",at Rams,-13.5,Cardinals,43.5,560.0,-687.0,2018,2
12,"September 16, 2018 4:25 PM",at Broncos,-5.5,Raiders,44.0,209.0,-235.0,2018,2
13,"September 16, 2018 4:25 PM",Patriots,-2.0,at Jaguars,44.5,-127.0,115.0,2018,2
14,"September 16, 2018 8:20 PM",at Cowboys,-3.0,Giants,42.0,138.0,-152.0,2018,2
15,"September 17, 2018 8:15 PM",at Bears,-5.0,Seahawks,42.5,209.0,-234.0,2018,2
0,"September 20, 2018 8:20 PM",at Browns,-3.0,Jets,41.0,163.0,-173.0,2018,3
1,"September 23, 2018 1:00 PM",Saints,-1.5,at Falcons,54.0,107.0,-117.0,2018,3
2,"September 23, 2018 1:00 PM",at Ravens,-5.5,Broncos,46.5,200.0,-220.0,2018,3
3,"September 23, 2018 1:00 PM",at Panthers,-3.0,Bengals,44.0,133.0,-143.0,2018,3
4,"September 23, 2018 1:00 PM",at Texans,-6.5,Giants,44.5,235.0,-255.0,2018,3
5,"September 23, 2018 1:00 PM",at Jaguars,-10.0,Titans,39.5,390.0,-440.0,2018,3
6,"September 23, 2018 1:00 PM",at Chiefs,-5.5,49ers,53.5,225.0,-245.0,2018,3
7,"September 23, 2018 1:00 PM",at Dolphins,-2.5,Raiders,46.0,128.0,-138.0,2018,3
8,"September 23, 2018 1:00 PM",at Vikings,-16.5,Bills,41.0,950.0,-1150.0,2018,3
9,"September 23, 2018 1:00 PM",at Eagles,-6.0,Colts,45.0,248.0,-270.0,2018,3
10,"September 23, 2018 1:00 PM",Packers,-2.0,at Redskins,46.5,-123.0,113.0,2018,3
11,"September 23, 2018 4:05 PM",at Rams,-7.0,Chargers,49.0,270.0,-300.0,2018,3
12,"September 23, 2018 4:25 PM",Bears,-5.5,at Cardinals,38.5,-220.0,200.0,2018,3
13,"September 23, 2018 4:25 PM",Cowboys,-1.5,at Seahawks,40.0,108.0,-118.0,2018,3
14,"September 23, 2018 8:20 PM",Patriots,-6.5,at Lions,55.0,-300.0,270.0,2018,3
15,"September 24, 2018 8:15 PM",Steelers,-1.0,at Buccaneers,55.0,100.0,-110.0,2018,3
0,"September 27, 2018 8:20 PM",at Rams,-7.0,Vikings,49.0,260.0,-290.0,2018,4
1,"September 30, 2018 1:00 PM",at Patriots,-6.5,Dolphins,50.5,255.0,-280.0,2018,4
2,"September 30, 2018 1:00 PM",Eagles,-2.5,at Titans,41.5,-135.0,125.0,2018,4
3,"September 30, 2018 1:00 PM",at Falcons,-3.5,Bengals,52.5,165.0,-175.0,2018,4
4,"September 30, 2018 1:00 PM",at Bears,-2.5,Buccaneers,45.5,125.0,-135.0,2018,4
5,"September 30, 2018 1:00 PM",at Cowboys,-2.5,Lions,44.0,120.0,-130.0,2018,4
6,"September 30, 2018 1:00 PM",at Packers,-9.5,Bills,44.0,315.0,-345.0,2018,4
7,"September 30, 2018 1:00 PM",Texans,-1.0,at Colts,48.5,-114.0,104.0,2018,4
8,"September 30, 2018 1:00 PM",at Jaguars,-7.0,Jets,40.5,295.0,-325.0,2018,4
9,"September 30, 2018 4:05 PM",Seahawks,-3.5,at Cardinals,40.0,-185.0,170.0,2018,4
10,"September 30, 2018 4:05 PM",at Raiders,-2.5,Browns,44.5,123.0,-133.0,2018,4
11,"September 30, 2018 4:25 PM",Saints,-3.0,at Giants,52.0,-162.0,152.0,2018,4
12,"September 30, 2018 4:25 PM",at Chargers,-9.5,49ers,46.5,370.0,-415.0,2018,4
13,"September 30, 2018 8:20 PM",at Steelers,-3.0,Ravens,51.0,145.0,-155.0,2018,4
14,"October 1, 2018 8:15 PM",Chiefs,-3.5,at Broncos,53.0,-180.0,168.0,2018,4
0,"October 4, 2018 8:20 PM",at Patriots,-11.0,Colts,49.5,500.0,-600.0,2018,5
1,"October 7, 2018 1:00 PM",at Chiefs,-3.0,Jaguars,48.0,145.0,-155.0,2018,5
2,"October 7, 2018 1:00 PM",Titans,-6.5,at Bills,38.0,-270.0,248.0,2018,5
3,"October 7, 2018 1:00 PM",at Panthers,-6.5,Giants,43.5,255.0,-280.0,2018,5
4,"October 7, 2018 1:00 PM",at Bengals,-6.5,Dolphins,48.0,240.0,-260.0,2018,5
5,"October 7, 2018 1:00 PM",Ravens,-3.0,at Browns,44.5,-162.0,152.0,2018,5
6,"October 7, 2018 1:00 PM",Packers,-1.0,at Lions,50.0,102.0,-112.0,2018,5
7,"October 7, 2018 1:00 PM",Broncos,-1.0,at Jets,42.0,-103.0,-107.0,2018,5
8,"October 7, 2018 1:00 PM",at Steelers,-3.5,Falcons,57.0,165.0,-175.0,2018,5
9,"October 7, 2018 4:05 PM",at Chargers,-4.5,Raiders,51.5,200.0,-220.0,2018,5
10,"October 7, 2018 4:25 PM",Rams,-7.5,at Seahawks,50.5,-325.0,295.0,2018,5
11,"October 7, 2018 4:25 PM",at 49ers,-3.0,Cardinals,40.5,146.0,-156.0,2018,5
12,"October 7, 2018 4:25 PM",at Eagles,-3.0,Vikings,48.5,165.0,-175.0,2018,5
13,"October 7, 2018 8:20 PM",at Texans,-3.0,Cowboys,45.5,155.0,-165.0,2018,5
14,"October 8, 2018 8:15 PM",at Saints,-6.0,Redskins,51.5,235.0,-255.0,2018,5
0,"October 11, 2018 8:20 PM",Eagles,-1.5,at Giants,45.5,-122.0,112.0,2018,6
1,"October 14, 2018 1:00 PM",at Jets,-2.5,Colts,48.0,125.0,-135.0,2018,6
2,"October 14, 2018 1:00 PM",Seahawks,-3.0,at Raiders,47.5,-145.0,135.0,2018,6
3,"October 14, 2018 1:00 PM",Panthers,-1.0,at Redskins,44.5,-112.0,102.0,2018,6
4,"October 14, 2018 1:00 PM",at Falcons,-3.0,Buccaneers,57.5,143.0,-153.0,2018,6
5,"October 14, 2018 1:00 PM",at Bengals,-2.0,Steelers,49.5,113.0,-123.0,2018,6
6,"October 14, 2018 1:00 PM",Chargers,-1.0,at Browns,47.0,-105.0,-105.0,2018,6
7,"October 14, 2018 1:00 PM",at Texans,-10.0,Bills,40.5,405.0,-455.0,2018,6
8,"October 14, 2018 1:00 PM",Bears,-7.0,at Dolphins,40.5,-315.0,285.0,2018,6
9,"October 14, 2018 1:00 PM",at Vikings,-9.5,Cardinals,43.5,375.0,-420.0,2018,6
10,"October 14, 2018 4:05 PM",Rams,-7.0,at Broncos,50.0,-305.0,275.0,2018,6
11,"October 14, 2018 4:25 PM",Ravens,-2.5,at Titans,43.5,-128.0,118.0,2018,6
12,"October 14, 2018 4:25 PM",Jaguars,-3.0,at Cowboys,40.0,-165.0,155.0,2018,6
13,"October 14, 2018 8:20 PM",at Patriots,-3.5,Chiefs,59.0,170.0,-185.0,2018,6
14,"October 15, 2018 8:15 PM",at Packers,-9.0,49ers,46.5,375.0,-420.0,2018,6
0,"October 18, 2018 8:20 PM",Broncos,-1.0,at Cardinals,42.0,-105.0,-105.0,2018,7
1,"October 21, 2018 9:30 AM",at Chargers,-6.5,Titans,46.0,248.0,-270.0,2018,7
2,"October 21, 2018 1:00 PM",Lions,-3.0,at Dolphins,47.0,-155.0,145.0,2018,7
3,"October 21, 2018 1:00 PM",Vikings,-3.0,at Jets,44.5,-165.0,155.0,2018,7
4,"October 21, 2018 1:00 PM",at Eagles,-4.5,Panthers,45.0,200.0,-220.0,2018,7
5,"October 21, 2018 1:00 PM",Patriots,-1.0,at Bears,49.0,-113.0,103.0,2018,7
6,"October 21, 2018 1:00 PM",at Colts,-7.0,Bills,43.5,260.0,-290.0,2018,7
7,"October 21, 2018 1:00 PM",at Jaguars,-4.0,Texans,43.0,170.0,-185.0,2018,7
8,"October 21, 2018 1:00 PM",at Buccaneers,-3.5,Browns,52.0,170.0,-185.0,2018,7
9,"October 21, 2018 4:05 PM",at Ravens,-2.5,Saints,49.5,124.0,-134.0,2018,7
10,"October 21, 2018 4:25 PM",Cowboys,-1.0,at Redskins,40.5,-120.0,110.0,2018,7
11,"October 21, 2018 4:25 PM",Rams,-9.5,at 49ers,51.5,-405.0,360.0,2018,7
12,"October 21, 2018 8:20 PM",at Chiefs,-6.0,Bengals,56.5,240.0,-260.0,2018,7
13,"October 22, 2018 8:15 PM",at Falcons,-4.0,Giants,52.5,185.0,-200.0,2018,7
0,"October 25, 2018 8:20 PM",at Texans,-7.5,Dolphins,45.0,315.0,-345.0,2018,8
1,"October 28, 2018 9:30 AM",Eagles,-3.5,at Jaguars,44.5,-190.0,175.0,2018,8
2,"October 28, 2018 1:00 PM",at Chiefs,-8.5,Broncos,53.5,335.0,-375.0,2018,8
3,"October 28, 2018 1:00 PM",Ravens,-2.5,at Panthers,44.5,-137.0,127.0,2018,8
4,"October 28, 2018 1:00 PM",at Bears,-9.0,Jets,42.0,320.0,-355.0,2018,8
5,"October 28, 2018 1:00 PM",at Bengals,-3.5,Buccaneers,54.5,170.0,-185.0,2018,8
6,"October 28, 2018 1:00 PM",at Lions,-3.0,Seahawks,48.0,150.0,-160.0,2018,8
7,"October 28, 2018 1:00 PM",Redskins,-1.0,at Giants,44.0,-105.0,-105.0,2018,8
8,"October 28, 2018 1:00 PM",at Steelers,-9.0,Browns,47.5,348.0,-390.0,2018,8
9,"October 28, 2018 4:05 PM",Colts,-3.0,at Raiders,51.0,-178.0,167.0,2018,8
10,"October 28, 2018 4:25 PM",49ers,-2.5,at Cardinals,40.0,-140.0,130.0,2018,8
11,"October 28, 2018 4:25 PM",at Rams,-7.5,Packers,57.0,315.0,-345.0,2018,8
12,"October 28, 2018 8:20 PM",Saints,-2.5,at Vikings,54.0,-131.0,121.0,2018,8
13,"October 29, 2018 8:15 PM",Patriots,-14.0,at Bills,44.0,-950.0,750.0,2018,8
0,"November 1, 2018 8:20 PM",Raiders,-2.0,at 49ers,44.0,-125.0,115.0,2018,9
1,"November 4, 2018 1:00 PM",Falcons,-1.0,at Redskins,46.5,103.0,-113.0,2018,9
2,"November 4, 2018 1:00 PM",Steelers,-1.0,at Ravens,47.0,105.0,-115.0,2018,9
3,"November 4, 2018 1:00 PM",Bears,-10.0,at Bills,38.0,-450.0,400.0,2018,9
4,"November 4, 2018 1:00 PM",at Panthers,-6.5,Buccaneers,56.0,260.0,-290.0,2018,9
5,"November 4, 2018 1:00 PM",Chiefs,-7.5,at Browns,51.0,-365.0,328.0,2018,9
6,"November 4, 2018 1:00 PM",at Dolphins,-3.0,Jets,43.0,138.0,-148.0,2018,9
7,"November 4, 2018 1:00 PM",at Vikings,-5.5,Lions,47.0,205.0,-225.0,2018,9
8,"November 4, 2018 4:05 PM",Texans,-1.0,at Broncos,46.5,-102.0,-108.0,2018,9
9,"November 4, 2018 4:05 PM",Chargers,-1.0,at Seahawks,48.5,-105.0,-105.0,2018,9
10,"November 4, 2018 4:25 PM",Rams,-1.5,at Saints,57.0,-122.0,112.0,2018,9
11,"November 4, 2018 8:20 PM",at Patriots,-4.5,Packers,56.5,190.0,-210.0,2018,9
12,"November 5, 2018 8:15 PM",at Cowboys,-4.0,Titans,40.0,190.0,-210.0,2018,9
0,"November 8, 2018 8:20 PM",at Steelers,-3.5,Panthers,51.0,170.0,-185.0,2018,10
1,"November 11, 2018 1:00 PM",at Buccaneers,-3.5,Redskins,51.0,160.0,-170.0,2018,10
2,"November 11, 2018 1:00 PM",Patriots,-6.5,at Titans,46.5,-260.0,240.0,2018,10
3,"November 11, 2018 1:00 PM",at Bears,-7.5,Lions,45.0,290.0,-320.0,2018,10
4,"November 11, 2018 1:00 PM",Saints,-6.0,at Bengals,53.0,-260.0,240.0,2018,10
5,"November 11, 2018 1:00 PM",Falcons,-5.5,at Browns,49.0,-240.0,220.0,2018,10
6,"November 11, 2018 1:00 PM",at Colts,-3.0,Jaguars,48.0,148.0,-158.0,2018,10
7,"November 11, 2018 1:00 PM",at Chiefs,-17.0,Cardinals,49.5,1150.0,-1450.0,2018,10
8,"November 11, 2018 1:00 PM",at Jets,-7.0,Bills,37.5,260.0,-290.0,2018,10
9,"November 11, 2018 4:05 PM",Chargers,-10.0,at Raiders,50.5,-475.0,420.0,2018,10
10,"November 11, 2018 4:25 PM",at Rams,-9.5,Seahawks,51.0,380.0,-430.0,2018,10
11,"November 11, 2018 4:25 PM",at Packers,-12.5,Dolphins,48.5,540.0,-660.0,2018,10
12,"November 11, 2018 8:20 PM",at Eagles,-7.5,Cowboys,45.5,315.0,-345.0,2018,10
13,"November 12, 2018 8:15 PM",at 49ers,-3.0,Giants,45.0,152.0,-162.0,2018,10
0,"November 15, 2018 8:20 PM",at Seahawks,-3.0,Packers,49.0,145.0,-155.0,2018,11
1,"November 18, 2018 1:00 PM",Texans,-3.0,at Redskins,40.5,-157.0,147.0,2018,11
2,"November 18, 2018 1:00 PM",at Giants,-3.0,Buccaneers,54.0,153.0,-163.0,2018,11
3,"November 18, 2018 1:00 PM",Panthers,-4.0,at Lions,48.5,-200.0,185.0,2018,11
4,"November 18, 2018 1:00 PM",Titans,-1.5,at Colts,50.0,110.0,-120.0,2018,11
5,"November 18, 2018 1:00 PM",Steelers,-4.0,at Jaguars,47.0,-195.0,180.0,2018,11
6,"November 18, 2018 1:00 PM",at Falcons,-3.5,Cowboys,49.5,170.0,-185.0,2018,11
7,"November 18, 2018 1:00 PM",at Ravens,-6.5,Bengals,43.5,240.0,-260.0,2018,11
8,"November 18, 2018 4:05 PM",at Cardinals,-4.5,Raiders,41.0,185.0,-200.0,2018,11
9,"November 18, 2018 4:05 PM",at Chargers,-7.0,Broncos,47.0,280.0,-310.0,2018,11
10,"November 18, 2018 4:25 PM",at Saints,-7.0,Eagles,56.5,270.0,-300.0,2018,11
11,"November 18, 2018 8:20 PM",at Bears,-2.5,Vikings,44.0,130.0,-140.0,2018,11
12,"November 19, 2018 8:15 PM",at Rams,-3.0,Chiefs,63.5,160.0,-170.0,2018,11
0,"November 22, 2018 12:30 PM",Bears,-3.0,at Lions,42.5,-165.0,155.0,2018,12
1,"November 22, 2018 4:30 PM",at Cowboys,-7.0,Redskins,40.0,290.0,-320.0,2018,12
2,"November 22, 2018 8:20 PM",at Saints,-12.0,Falcons,61.0,500.0,-600.0,2018,12
3,"November 25, 2018 1:00 PM",Patriots,-12.5,at Jets,47.0,-660.0,540.0,2018,12
4,"November 25, 2018 1:00 PM",at Eagles,-5.0,Giants,49.5,190.0,-210.0,2018,12
5,"November 25, 2018 1:00 PM",at Buccaneers,-2.0,49ers,54.5,115.0,-125.0,2018,12
6,"November 25, 2018 1:00 PM",at Ravens,-12.5,Raiders,42.0,568.0,-700.0,2018,12
7,"November 25, 2018 1:00 PM",Jaguars,-3.0,at Bills,36.5,-157.0,147.0,2018,12
8,"November 25, 2018 1:00 PM",at Panthers,-3.0,Seahawks,46.5,150.0,-160.0,2018,12
9,"November 25, 2018 1:00 PM",Browns,-1.0,at Bengals,47.0,-112.0,102.0,2018,12
10,"November 25, 2018 4:05 PM",at Chargers,-14.0,Cardinals,43.0,725.0,-925.0,2018,12
11,"November 25, 2018 4:25 PM",at Colts,-8.5,Dolphins,52.5,330.0,-370.0,2018,12
12,"November 25, 2018 4:25 PM",Steelers,-3.0,at Broncos,47.5,-155.0,145.0,2018,12
13,"November 25, 2018 8:20 PM",at Vikings,-3.5,Packers,48.5,170.0,-185.0,2018,12
14,"November 26, 2018 8:15 PM",at Texans,-3.5,Titans,42.5,170.0,-185.0,2018,12
0,"November 29, 2018 8:20 PM",Saints,-7.0,at Cowboys,51.5,-335.0,305.0,2018,13
1,"December 2, 2018 1:00 PM",Rams,-10.0,at Lions,54.0,-450.0,400.0,2018,13
2,"December 2, 2018 1:00 PM",at Packers,-13.0,Cardinals,41.0,610.0,-765.0,2018,13
3,"December 2, 2018 1:00 PM",at Texans,-5.5,Browns,47.5,200.0,-220.0,2018,13
4,"December 2, 2018 1:00 PM",Colts,-4.0,at Jaguars,45.5,-205.0,188.0,2018,13
5,"December 2, 2018 1:00 PM",at Dolphins,-3.5,Bills,39.5,175.0,-190.0,2018,13
6,"December 2, 2018 1:00 PM",at Falcons,-2.5,Ravens,46.5,125.0,-135.0,2018,13
7,"December 2, 2018 1:00 PM",Broncos,-4.0,at Bengals,44.5,-190.0,175.0,2018,13
8,"December 2, 2018 1:00 PM",Bears,-4.0,at Giants,43.5,-190.0,175.0,2018,13
9,"December 2, 2018 1:00 PM",Panthers,-3.5,at Buccaneers,51.5,-178.0,167.0,2018,13
10,"December 2, 2018 4:05 PM",at Titans,-9.5,Jets,40.0,380.0,-430.0,2018,13
11,"December 2, 2018 4:05 PM",Chiefs,-14.0,at Raiders,53.5,-900.0,700.0,2018,13
12,"December 2, 2018 4:25 PM",at Patriots,-6.0,Vikings,49.0,220.0,-240.0,2018,13
13,"December 2, 2018 4:25 PM",at Seahawks,-9.5,49ers,45.0,390.0,-440.0,2018,13
14,"December 2, 2018 8:20 PM",at Steelers,-3.0,Chargers,53.5,160.0,-170.0,2018,13
15,"December 3, 2018 8:15 PM",at Eagles,-6.0,Redskins,45.0,220.0,-240.0,2018,13
0,"December 6, 2018 8:20 PM",at Titans,-5.5,Jaguars,37.0,215.0,-235.0,2018,14
1,"December 9, 2018 1:00 PM",Giants,-3.0,at Redskins,40.0,-158.0,148.0,2018,14
2,"December 9, 2018 1:00 PM",Saints,-9.0,at Buccaneers,55.0,-410.0,365.0,2018,14
3,"December 9, 2018 1:00 PM",Patriots,-9.5,at Dolphins,49.5,-420.0,375.0,2018,14
4,"December 9, 2018 1:00 PM",at Bills,-4.5,Jets,37.0,188.0,-205.0,2018,14
5,"December 9, 2018 1:00 PM",Panthers,-1.0,at Browns,48.0,-105.0,-105.0,2018,14
6,"December 9, 2018 1:00 PM",at Packers,-4.0,Falcons,50.5,170.0,-185.0,2018,14
7,"December 9, 2018 1:00 PM",at Texans,-4.0,Colts,49.0,180.0,-195.0,2018,14
8,"December 9, 2018 1:00 PM",at Chiefs,-6.5,Ravens,48.5,245.0,-265.0,2018,14
9,"December 9, 2018 4:05 PM",at Chargers,-16.5,Bengals,48.5,950.0,-1150.0,2018,14
10,"December 9, 2018 4:05 PM",Broncos,-3.0,at 49ers,45.5,-152.0,142.0,2018,14
11,"December 9, 2018 4:25 PM",Lions,-2.5,at Cardinals,39.5,-130.0,120.0,2018,14
12,"December 9, 2018 4:25 PM",Steelers,-9.5,at Raiders,51.0,-475.0,420.0,2018,14
13,"December 9, 2018 4:25 PM",at Cowboys,-3.0,Eagles,45.5,163.0,-173.0,2018,14
14,"December 9, 2018 8:20 PM",Rams,-3.0,at Bears,51.0,-147.0,137.0,2018,14
15,"December 10, 2018 8:15 PM",at Seahawks,-3.0,Vikings,45.5,146.0,-156.0,2018,14
0,"December 13, 2018 8:20 PM",at Chiefs,-4.0,Chargers,54.5,177.0,-192.0,2018,15
1,"December 15, 2018 4:30 PM",Texans,-7.0,at Jets,44.5,-300.0,270.0,2018,15
2,"December 15, 2018 8:20 PM",at Broncos,-2.0,Browns,47.0,115.0,-125.0,2018,15
3,"December 16, 2018 1:00 PM",at Colts,-3.0,Cowboys,47.0,157.0,-167.0,2018,15
4,"December 16, 2018 1:00 PM",at Jaguars,-7.0,Redskins,36.5,275.0,-305.0,2018,15
5,"December 16, 2018 1:00 PM",at Bears,-6.0,Packers,46.5,210.0,-230.0,2018,15
6,"December 16, 2018 1:00 PM",at Bengals,-3.0,Raiders,45.5,143.0,-153.0,2018,15
7,"December 16, 2018 1:00 PM",at Falcons,-9.0,Cardinals,43.5,355.0,-400.0,2018,15
