,date,season,week,team,spread,total,moneyLine,homeOrAway,impliedTotal
15,"December 23, 2012 8:20 PM",2012,16,Seahawks,-2.5,40.5,,home,21.5
0,"December 30, 2012 1:00 PM",2012,17,Falcons,-3.0,45.5,,home,24.25
1,"December 30, 2012 1:00 PM",2012,17,Bills,-3.5,41.0,,home,22.25
2,"December 30, 2012 1:00 PM",2012,17,Bengals,-4.5,42.5,,home,23.5
5,"December 30, 2012 1:00 PM",2012,17,Saints,-4.0,53.5,,home,28.75
6,"December 30, 2012 1:00 PM",2012,17,Giants,-6.5,44.0,,home,25.25
7,"December 30, 2012 1:00 PM",2012,17,Steelers,-10.0,36.5,,home,23.25
8,"December 30, 2012 1:00 PM",2012,17,Titans,-6.0,42.0,,home,24.0
9,"December 30, 2012 4:25 PM",2012,17,Seahawks,-11.0,41.5,,home,26.25
10,"December 30, 2012 4:25 PM",2012,17,49ers,-16.5,38.5,,home,27.5
11,"December 30, 2012 4:25 PM",2012,17,Chargers,-8.0,41.5,,home,24.75
13,"December 30, 2012 4:25 PM",2012,17,Patriots,-11.0,47.5,,home,29.25
14,"December 30, 2012 4:25 PM",2012,17,Broncos,-17.0,41.0,,home,29.0
15,"December 30, 2012 8:20 PM",2012,17,Redskins,-3.0,49.0,,home,26.0
0,"September 5, 2013 8:30 PM",2013,1,Broncos,-7.5,48.0,,home,27.75
1,"September 8, 2013 1:00 PM",2013,1,Lions,-4.0,46.5,,home,25.25
2,"September 8, 2013 1:00 PM",2013,1,Colts,-11.0,45.5,,home,28.25
6,"September 8, 2013 1:00 PM",2013,1,Bears,-3.0,41.5,,home,22.25
7,"September 8, 2013 1:00 PM",2013,1,Browns,-2.5,41.0,,home,21.75
8,"September 8, 2013 1:00 PM",2013,1,Saints,-3.5,54.5,,home,29.0
10,"September 8, 2013 1:00 PM",2013,1,Steelers,-6.0,42.0,,home,24.0
11,"September 8, 2013 4:25 PM",2013,1,49ers,-5.0,47.0,,home,26.0
12,"September 8, 2013 4:25 PM",2013,1,Rams,-3.5,41.5,,home,22.5
13,"September 8, 2013 8:30 PM",2013,1,Cowboys,-3.5,49.5,,home,26.5
14,"September 9, 2013 6:55 PM",2013,1,Redskins,-4.0,52.0,,home,28.0
0,"September 12, 2013 8:25 PM",2013,2,Patriots,-11.0,43.0,,home,27.0
1,"September 15, 2013 1:00 PM",2013,2,Eagles,-7.5,52.0,,home,29.75
2,"September 15, 2013 1:00 PM",2013,2,Falcons,-4.5,47.5,,home,26.0
3,"September 15, 2013 1:00 PM",2013,2,Ravens,-6.5,43.5,,home,25.0
5,"September 15, 2013 1:00 PM",2013,2,Bears,-6.0,41.0,,home,23.5
6,"September 15, 2013 1:00 PM",2013,2,Packers,-7.0,49.0,,home,28.0
7,"September 15, 2013 1:00 PM",2013,2,Texans,-7.5,42.0,,home,24.75
8,"September 15, 2013 1:00 PM",2013,2,Colts,-1.5,43.0,,home,22.25
9,"September 15, 2013 1:00 PM",2013,2,Chiefs,-3.0,45.5,,home,24.25
13,"September 15, 2013 4:25 PM",2013,2,Raiders,-3.5,41.0,,home,22.25
14,"September 15, 2013 8:30 PM",2013,2,Seahawks,-3.0,44.0,,home,23.5
15,"September 16, 2013 8:30 PM",2013,2,Bengals,-6.5,40.5,,home,23.5
0,"September 19, 2013 8:25 PM",2013,3,Eagles,-3.0,50.0,,home,26.5
1,"September 22, 2013 1:00 PM",2013,3,Titans,-3.0,43.5,,home,23.25
3,"September 22, 2013 1:00 PM",2013,3,Ravens,-1.0,44.5,,home,22.75
4,"September 22, 2013 1:00 PM",2013,3,Panthers,-1.0,47.0,,home,24.0
6,"September 22, 2013 1:00 PM",2013,3,Cowboys,-3.5,47.0,,home,25.25
7,"September 22, 2013 1:00 PM",2013,3,Vikings,-6.5,40.5,,home,23.5
8,"September 22, 2013 1:00 PM",2013,3,Patriots,-7.0,44.5,,home,25.75
9,"September 22, 2013 1:00 PM",2013,3,Saints,-7.0,48.5,,home,27.75
10,"September 22, 2013 4:05 PM",2013,3,Dolphins,-3.0,45.5,,home,24.25
11,"September 22, 2013 4:25 PM",2013,3,Seahawks,-19.0,40.5,,home,29.75
12,"September 22, 2013 4:25 PM",2013,3,49ers,-10.0,46.0,,home,28.0
13,"September 22, 2013 4:25 PM",2013,3,Jets,-2.5,41.0,,home,21.75
15,"September 23, 2013 8:30 PM",2013,3,Broncos,-16.0,49.0,,home,32.5
4,"September 29, 2013 1:00 PM",2013,4,Lions,-3.0,48.0,,home,25.5
7,"September 29, 2013 1:00 PM",2013,4,Chiefs,-3.5,44.0,,home,23.75
8,"September 29, 2013 1:00 PM",2013,4,Buccaneers,-2.5,40.5,,home,21.5
9,"September 29, 2013 4:05 PM",2013,4,Titans,-3.5,40.5,,home,22.0
12,"September 29, 2013 4:25 PM",2013,4,Broncos,-10.5,57.5,,home,34.0
13,"September 29, 2013 8:30 PM",2013,4,Falcons,-3.0,49.0,,home,26.0
14,"September 30, 2013 8:30 PM",2013,4,Saints,-7.0,48.5,,home,27.75
0,"October 3, 2013 8:25 PM",2013,5,Browns,-3.5,41.0,,home,22.25
2,"October 6, 2013 1:00 PM",2013,5,Bears,-0.0,50.5,,home,25.25
4,"October 6, 2013 1:00 PM",2013,5,Packers,-10.0,53.0,,home,31.5
6,"October 6, 2013 1:00 PM",2013,5,Rams,-11.0,41.0,,home,26.0
7,"October 6, 2013 1:00 PM",2013,5,Dolphins,-2.5,43.0,,home,22.75
8,"October 6, 2013 1:00 PM",2013,5,Giants,-1.0,53.5,,home,27.25
11,"October 6, 2013 8:30 PM",2013,5,49ers,-4.0,43.0,,home,23.5
13,"October 7, 2013 8:30 PM",2013,5,Falcons,-10.0,45.0,,home,27.5
0,"October 10, 2013 8:25 PM",2013,6,Bears,-9.5,47.0,,home,28.25
4,"October 13, 2013 1:00 PM",2013,6,Texans,-7.5,43.0,,home,25.25
5,"October 13, 2013 1:00 PM",2013,6,Chiefs,-7.5,41.0,,home,24.25
6,"October 13, 2013 1:00 PM",2013,6,Vikings,-2.5,45.0,,home,23.75
9,"October 13, 2013 4:05 PM",2013,6,Broncos,-26.5,52.5,,home,39.5
10,"October 13, 2013 4:05 PM",2013,6,Seahawks,-11.5,42.0,,home,26.75
11,"October 13, 2013 4:25 PM",2013,6,49ers,-10.0,40.5,,home,25.25
12,"October 13, 2013 4:25 PM",2013,6,Patriots,-1.5,50.5,,home,26.0
13,"October 13, 2013 8:30 PM",2013,6,Cowboys,-5.5,52.0,,home,28.75
1,"October 20, 2013 1:00 PM",2013,7,Falcons,-7.0,43.0,,home,25.0
2,"October 20, 2013 1:00 PM",2013,7,Panthers,-7.0,42.5,,home,24.75
3,"October 20, 2013 1:00 PM",2013,7,Lions,-2.5,47.0,,home,24.75
5,"October 20, 2013 1:00 PM",2013,7,Dolphins,-6.0,44.0,,home,25.0
7,"October 20, 2013 1:00 PM",2013,7,Eagles,-3.0,55.0,,home,29.0
10,"October 20, 2013 4:25 PM",2013,7,Steelers,-1.0,41.0,,home,21.0
11,"October 20, 2013 4:25 PM",2013,7,Chiefs,-6.5,39.5,,home,23.0
12,"October 20, 2013 4:25 PM",2013,7,Packers,-9.5,45.0,,home,27.25
14,"October 21, 2013 8:30 PM",2013,7,Giants,-3.5,48.0,,home,25.75
1,"October 27, 2013 1:00 PM",2013,8,Eagles,-5.5,49.5,,home,27.5
2,"October 27, 2013 1:00 PM",2013,8,Patriots,-6.0,46.0,,home,26.0
3,"October 27, 2013 1:00 PM",2013,8,Saints,-10.5,48.5,,home,29.5
4,"October 27, 2013 1:00 PM",2013,8,Lions,-3.0,51.0,,home,27.0
6,"October 27, 2013 1:00 PM",2013,8,Chiefs,-7.0,39.0,,home,23.0
7,"October 27, 2013 4:05 PM",2013,8,Bengals,-5.5,40.5,,home,23.0
9,"October 27, 2013 4:25 PM",2013,8,Broncos,-11.0,58.0,,home,34.5
10,"October 27, 2013 4:25 PM",2013,8,Cardinals,-2.5,45.0,,home,23.75
3,"November 3, 2013 1:00 PM",2013,9,Panthers,-9.0,47.0,,home,28.0
4,"November 3, 2013 1:00 PM",2013,9,Cowboys,-9.0,50.5,,home,29.75
6,"November 3, 2013 1:00 PM",2013,9,Redskins,-1.0,49.5,,home,25.25
7,"November 3, 2013 4:05 PM",2013,9,Raiders,-0.0,45.5,,home,22.75
8,"November 3, 2013 4:05 PM",2013,9,Seahawks,-15.5,40.0,,home,27.75
10,"November 3, 2013 4:25 PM",2013,9,Patriots,-6.0,43.0,,home,24.5
12,"November 4, 2013 8:30 PM",2013,9,Packers,-10.0,50.5,,home,30.25
1,"November 10, 2013 1:00 PM",2013,10,Titans,-11.5,42.0,,home,26.75
3,"November 10, 2013 1:00 PM",2013,10,Ravens,-1.0,44.0,,home,22.5
6,"November 10, 2013 1:00 PM",2013,10,Colts,-7.5,43.0,,home,25.25
7,"November 10, 2013 1:00 PM",2013,10,Giants,-7.0,41.5,,home,24.25
8,"November 10, 2013 1:00 PM",2013,10,Steelers,-3.0,43.0,,home,23.0
9,"November 10, 2013 4:05 PM",2013,10,49ers,-6.0,43.0,,home,24.5
11,"November 10, 2013 4:25 PM",2013,10,Cardinals,-3.5,42.0,,home,22.75
12,"November 10, 2013 8:30 PM",2013,10,Saints,-6.5,55.0,,home,30.75
1,"November 17, 2013 1:00 PM",2013,11,Buccaneers,-2.0,43.5,,home,22.75
2,"November 17, 2013 1:00 PM",2013,11,Eagles,-4.5,54.5,,home,29.5
5,"November 17, 2013 1:00 PM",2013,11,Bears,-3.0,40.5,,home,21.75
6,"November 17, 2013 1:00 PM",2013,11,Bengals,-4.5,40.5,,home,22.5
7,"November 17, 2013 1:00 PM",2013,11,Texans,-10.0,41.0,,home,25.5
10,"November 17, 2013 4:25 PM",2013,11,Saints,-3.0,50.0,,home,26.5
11,"November 17, 2013 4:25 PM",2013,11,Giants,-3.5,41.0,,home,22.25
12,"November 17, 2013 4:25 PM",2013,11,Seahawks,-13.0,45.0,,home,29.0
13,"November 17, 2013 8:30 PM",2013,11,Broncos,-7.5,49.0,,home,28.25
14,"November 18, 2013 8:30 PM",2013,11,Panthers,-3.0,46.5,,home,24.75
1,"November 24, 2013 1:00 PM",2013,12,Ravens,-4.0,38.5,,home,21.25
2,"November 24, 2013 1:00 PM",2013,12,Browns,-2.5,40.0,,home,21.25
3,"November 24, 2013 1:00 PM",2013,12,Lions,-7.0,48.5,,home,27.75
4,"November 24, 2013 1:00 PM",2013,12,Packers,-5.0,44.5,,home,24.75
5,"November 24, 2013 1:00 PM",2013,12,Texans,-10.5,43.5,,home,27.0
6,"November 24, 2013 1:00 PM",2013,12,Chiefs,-3.5,43.5,,home,23.5
7,"November 24, 2013 1:00 PM",2013,12,Rams,-2.0,46.0,,home,24.0
9,"November 24, 2013 4:05 PM",2013,12,Cardinals,-3.0,44.5,,home,23.75
11,"November 24, 2013 4:25 PM",2013,12,Giants,-2.5,44.5,,home,23.5
0,"November 28, 2013 12:30 PM",2013,13,Lions,-6.5,48.5,,home,27.5
1,"November 28, 2013 4:30 PM",2013,13,Cowboys,-8.5,48.0,,home,28.25
2,"November 28, 2013 8:30 PM",2013,13,Ravens,-3.0,40.5,,home,21.75
3,"December 1, 2013 1:00 PM",2013,13,Panthers,-7.0,41.0,,home,24.0
4,"December 1, 2013 1:00 PM",2013,13,Browns,-7.0,39.5,,home,23.25
6,"December 1, 2013 1:00 PM",2013,13,Colts,-3.5,46.5,,home,25.0
7,"December 1, 2013 1:00 PM",2013,13,Vikings,-1.0,49.0,,home,25.0
8,"December 1, 2013 1:00 PM",2013,13,Jets,-0.0,40.0,,home,20.0
9,"December 1, 2013 1:00 PM",2013,13,Eagles,-3.5,48.5,,home,26.0
10,"December 1, 2013 4:05 PM",2013,13,49ers,-7.5,41.0,,home,24.25
11,"December 1, 2013 4:05 PM",2013,13,Bills,-5.0,48.0,,home,26.5
14,"December 1, 2013 8:30 PM",2013,13,Redskins,-0.0,45.5,,home,22.75
15,"December 2, 2013 8:30 PM",2013,13,Seahawks,-6.5,48.5,,home,27.5
1,"December 8, 2013 1:00 PM",2013,14,Packers,-3.5,45.0,,home,24.25
2,"December 8, 2013 1:00 PM",2013,14,Ravens,-6.0,41.5,,home,23.75
3,"December 8, 2013 1:00 PM",2013,14,Bengals,-7.0,43.5,,home,25.25
4,"December 8, 2013 1:00 PM",2013,14,Jets,-3.0,39.5,,home,21.25
5,"December 8, 2013 1:00 PM",2013,14,Eagles,-2.5,52.0,,home,27.25
6,"December 8, 2013 1:00 PM",2013,14,Steelers,-3.0,41.0,,home,22.0
7,"December 8, 2013 1:00 PM",2013,14,Patriots,-10.0,47.5,,home,28.75
8,"December 8, 2013 1:00 PM",2013,14,Buccaneers,-3.0,43.0,,home,23.0
10,"December 8, 2013 4:05 PM",2013,14,Broncos,-12.5,49.5,,home,31.0
11,"December 8, 2013 4:25 PM",2013,14,Cardinals,-4.0,41.0,,home,22.5
12,"December 8, 2013 4:25 PM",2013,14,Chargers,-4.0,47.0,,home,25.5
13,"December 8, 2013 4:25 PM",2013,14,49ers,-2.5,41.0,,home,21.75
14,"December 8, 2013 8:30 PM",2013,14,Saints,-3.0,47.0,,home,25.0
15,"December 9, 2013 8:30 PM",2013,14,Bears,-1.5,49.0,,home,25.25
0,"December 12, 2013 8:25 PM",2013,15,Broncos,-10.0,56.5,,home,33.25
1,"December 15, 2013 1:00 PM",2013,15,Colts,-6.0,47.0,,home,26.5
3,"December 15, 2013 1:00 PM",2013,15,Falcons,-5.5,50.0,,home,27.75
5,"December 15, 2013 1:00 PM",2013,15,Dolphins,-2.5,46.5,,home,24.5
10,"December 15, 2013 4:05 PM",2013,15,Panthers,-10.0,40.5,,home,25.25
11,"December 15, 2013 4:25 PM",2013,15,Cowboys,-5.0,50.0,,home,27.5
15,"December 16, 2013 8:30 PM",2013,15,Lions,-4.5,49.0,,home,26.75
0,"December 22, 2013 1:00 PM",2013,16,Bills,-1.0,42.0,,home,21.5
1,"December 22, 2013 1:00 PM",2013,16,Panthers,-3.5,44.5,,home,24.0
2,"December 22, 2013 1:00 PM",2013,16,Bengals,-7.5,47.5,,home,27.5
5,"December 22, 2013 1:00 PM",2013,16,Chiefs,-7.5,47.0,,home,27.25
6,"December 22, 2013 1:00 PM",2013,16,Rams,-3.5,43.0,,home,23.25
7,"December 22, 2013 1:00 PM",2013,16,Jets,-2.5,41.5,,home,22.0
9,"December 22, 2013 4:05 PM",2013,16,Seahawks,-9.0,43.0,,home,26.0
10,"December 22, 2013 4:05 PM",2013,16,Lions,-9.5,47.0,,home,28.25
12,"December 22, 2013 4:25 PM",2013,16,Chargers,-9.5,50.0,,home,29.75
14,"December 22, 2013 8:30 PM",2013,16,Eagles,-2.5,54.0,,home,28.25
15,"December 23, 2013 8:30 PM",2013,16,49ers,-14.0,46.0,,home,30.0
1,"December 29, 2013 1:00 PM",2013,17,Bengals,-6.5,43.5,,home,25.0
2,"December 29, 2013 1:00 PM",2013,17,Dolphins,-7.5,41.0,,home,24.25
3,"December 29, 2013 1:00 PM",2013,17,Vikings,-0.0,51.0,,home,25.5
4,"December 29, 2013 1:00 PM",2013,17,Colts,-11.0,45.0,,home,28.0
5,"December 29, 2013 1:00 PM",2013,17,Giants,-3.5,44.5,,home,24.0
6,"December 29, 2013 1:00 PM",2013,17,Steelers,-9.5,44.5,,home,27.0
7,"December 29, 2013 1:00 PM",2013,17,Titans,-7.0,44.5,,home,25.75
8,"December 29, 2013 4:25 PM",2013,17,Cardinals,-3.0,41.0,,home,22.0
9,"December 29, 2013 4:25 PM",2013,17,Seahawks,-13.0,41.0,,home,27.0
11,"December 29, 2013 4:25 PM",2013,17,Chargers,-14.0,46.0,,home,30.0
12,"December 29, 2013 4:25 PM",2013,17,Patriots,-7.5,46.5,,home,27.0
13,"December 29, 2013 4:25 PM",2013,17,Saints,-10.5,47.0,,home,28.75
0,"September 4, 2014 8:30 PM",2014,1,Seahawks,-4.5,47.0,,home,25.75
2,"September 7, 2014 1:00 PM",2014,1,Ravens,-1.0,43.5,,home,22.25
3,"September 7, 2014 1:00 PM",2014,1,Bears,-7.0,47.0,,home,27.0
4,"September 7, 2014 1:00 PM",2014,1,Texans,-3.0,43.5,,home,23.25
5,"September 7, 2014 1:00 PM",2014,1,Chiefs,-3.0,44.5,,home,23.75
6,"September 7, 2014 1:00 PM",2014,1,Rams,-2.5,43.5,,home,23.0
8,"September 7, 2014 1:00 PM",2014,1,Jets,-6.5,41.0,,home,23.75
9,"September 7, 2014 1:00 PM",2014,1,Eagles,-10.0,48.5,,home,29.25
10,"September 7, 2014 1:00 PM",2014,1,Steelers,-5.5,41.5,,home,23.5
12,"September 7, 2014 4:25 PM",2014,1,Buccaneers,-4.5,38.5,,home,21.5
13,"September 7, 2014 8:30 PM",2014,1,Broncos,-8.0,53.5,,home,30.75
14,"September 8, 2014 7:10 PM",2014,1,Lions,-6.0,45.5,,home,25.75
15,"September 8, 2014 10:20 PM",2014,1,Cardinals,-3.0,46.5,,home,24.75
0,"September 11, 2014 8:25 PM",2014,2,Ravens,-2.5,44.5,,home,23.5
1,"September 14, 2014 1:00 PM",2014,2,Bills,-1.0,43.0,,home,22.0
2,"September 14, 2014 1:00 PM",2014,2,Panthers,-1.5,43.5,,home,22.5
3,"September 14, 2014 1:00 PM",2014,2,Bengals,-5.5,49.0,,home,27.25
6,"September 14, 2014 1:00 PM",2014,2,Giants,-2.0,41.5,,home,21.75
7,"September 14, 2014 1:00 PM",2014,2,Titans,-3.0,49.5,,home,26.25
8,"September 14, 2014 1:00 PM",2014,2,Redskins,-5.0,43.0,,home,24.0
10,"September 14, 2014 4:05 PM",2014,2,Buccaneers,-4.0,37.5,,home,20.75
12,"September 14, 2014 4:25 PM",2014,2,Broncos,-13.0,48.5,,home,30.75
13,"September 14, 2014 4:25 PM",2014,2,Packers,-7.0,46.5,,home,26.75
14,"September 14, 2014 8:30 PM",2014,2,49ers,-7.0,47.0,,home,27.0
15,"September 15, 2014 8:30 PM",2014,2,Colts,-3.0,53.5,,home,28.25
0,"September 18, 2014 8:25 PM",2014,3,Falcons,-6.5,47.0,,home,26.75
1,"September 21, 2014 1:00 PM",2014,3,Bills,-2.5,45.5,,home,24.0
2,"September 21, 2014 1:00 PM",2014,3,Eagles,-4.0,49.5,,home,26.75
3,"September 21, 2014 1:00 PM",2014,3,Bengals,-6.5,43.5,,home,25.0
5,"September 21, 2014 1:00 PM",2014,3,Lions,-1.0,51.5,,home,26.25
8,"September 21, 2014 1:00 PM",2014,3,Patriots,-14.0,47.0,,home,30.5
9,"September 21, 2014 1:00 PM",2014,3,Saints,-10.0,49.5,,home,29.75
10,"September 21, 2014 1:00 PM",2014,3,Giants,-1.0,41.5,,home,21.25
12,"September 21, 2014 4:25 PM",2014,3,Seahawks,-4.0,48.0,,home,26.0
13,"September 21, 2014 4:25 PM",2014,3,Dolphins,-5.5,43.0,,home,24.25
14,"September 21, 2014 8:30 PM",2014,3,Panthers,-3.0,42.0,,home,22.5
15,"September 22, 2014 8:30 PM",2014,3,Jets,-1.5,45.0,,home,23.25
0,"September 25, 2014 8:25 PM",2014,4,Redskins,-3.0,44.5,,home,23.75
1,"September 28, 2014 1:00 PM",2014,4,Ravens,-3.0,42.5,,home,22.75
3,"September 28, 2014 1:00 PM",2014,4,Texans,-3.0,44.0,,home,23.5
4,"September 28, 2014 1:00 PM",2014,4,Colts,-7.5,45.5,,home,26.5
5,"September 28, 2014 1:00 PM",2014,4,Jets,-1.0,43.5,,home,22.25
7,"September 28, 2014 1:00 PM",2014,4,Steelers,-7.0,44.5,,home,25.75
8,"September 28, 2014 4:05 PM",2014,4,Chargers,-13.0,45.0,,home,29.0
10,"September 28, 2014 4:25 PM",2014,4,49ers,-3.5,49.0,,home,26.25
0,"October 2, 2014 8:25 PM",2014,5,Packers,-8.0,48.0,,home,28.0
1,"October 5, 2014 1:00 PM",2014,5,Colts,-2.5,49.0,,home,25.75
3,"October 5, 2014 1:00 PM",2014,5,Saints,-10.5,48.0,,home,29.25
4,"October 5, 2014 1:00 PM",2014,5,Giants,-4.5,50.5,,home,27.5
5,"October 5, 2014 1:00 PM",2014,5,Eagles,-4.0,48.0,,home,26.0
6,"October 5, 2014 1:00 PM",2014,5,Panthers,-2.0,46.5,,home,24.25
7,"October 5, 2014 1:00 PM",2014,5,Cowboys,-5.0,47.5,,home,26.25
9,"October 5, 2014 1:00 PM",2014,5,Lions,-4.5,43.0,,home,23.75
10,"October 5, 2014 4:05 PM",2014,5,Broncos,-8.5,47.0,,home,27.75
11,"October 5, 2014 4:25 PM",2014,5,49ers,-4.0,43.0,,home,23.5
12,"October 5, 2014 4:25 PM",2014,5,Chargers,-6.5,44.0,,home,25.25
2,"October 12, 2014 1:00 PM",2014,6,Titans,-4.0,42.5,-200.0,home,23.25
3,"October 12, 2014 1:00 PM",2014,6,Falcons,-3.0,56.0,-175.0,home,29.5
5,"October 12, 2014 1:00 PM",2014,6,Bengals,-7.0,43.5,-300.0,home,25.25
6,"October 12, 2014 1:00 PM",2014,6,Browns,-1.5,46.5,-130.0,home,24.0
8,"October 12, 2014 1:00 PM",2014,6,Vikings,-1.0,43.0,-120.0,home,22.0
11,"October 12, 2014 4:25 PM",2014,6,Cardinals,-5.5,47.0,-240.0,home,26.25
12,"October 12, 2014 4:25 PM",2014,6,Seahawks,-9.0,47.0,-450.0,home,28.0
13,"October 12, 2014 8:30 PM",2014,6,Eagles,-1.5,51.0,-125.0,home,26.25
0,"October 16, 2014 8:25 PM",2014,7,Patriots,-9.5,44.0,-500.0,home,26.75
2,"October 19, 2014 1:00 PM",2014,7,Redskins,-6.0,46.5,-260.0,home,26.25
3,"October 19, 2014 1:00 PM",2014,7,Ravens,-6.5,50.0,-275.0,home,28.25
4,"October 19, 2014 1:00 PM",2014,7,Bills,-6.5,43.5,-270.0,home,25.0
5,"October 19, 2014 1:00 PM",2014,7,Bears,-3.0,47.5,-165.0,home,25.25
6,"October 19, 2014 1:00 PM",2014,7,Lions,-1.0,46.5,-120.0,home,23.75
7,"October 19, 2014 1:00 PM",2014,7,Packers,-6.5,49.0,-300.0,home,27.75
8,"October 19, 2014 1:00 PM",2014,7,Colts,-3.0,50.5,-180.0,home,26.75
10,"October 19, 2014 4:05 PM",2014,7,Chargers,-3.0,45.5,-160.0,home,24.25
11,"October 19, 2014 4:25 PM",2014,7,Cowboys,-5.5,52.0,-230.0,home,28.75
13,"October 19, 2014 8:30 PM",2014,7,Broncos,-6.5,48.5,-300.0,home,27.5
14,"October 20, 2014 8:30 PM",2014,7,Steelers,-3.0,44.0,-150.0,home,23.5
0,"October 23, 2014 8:25 PM",2014,8,Broncos,-9.0,51.0,-450.0,home,30.0
5,"October 26, 2014 1:00 PM",2014,8,Chiefs,-7.5,44.0,-340.0,home,25.75
6,"October 26, 2014 1:00 PM",2014,8,Patriots,-5.5,52.0,-260.0,home,28.75
7,"October 26, 2014 1:00 PM",2014,8,Jets,-3.0,40.5,-150.0,home,21.75
8,"October 26, 2014 1:00 PM",2014,8,Buccaneers,-1.5,43.0,-125.0,home,22.25
10,"October 26, 2014 4:05 PM",2014,8,Cardinals,-1.0,48.5,-115.0,home,24.75
12,"October 26, 2014 4:25 PM",2014,8,Browns,-6.5,44.5,-300.0,home,25.5
13,"October 26, 2014 8:30 PM",2014,8,Saints,-2.0,55.0,-130.0,home,28.5
14,"October 27, 2014 8:30 PM",2014,8,Cowboys,-9.5,49.5,-500.0,home,29.5
1,"November 2, 2014 1:00 PM",2014,9,Bengals,-10.0,44.0,-550.0,home,27.0
2,"November 2, 2014 1:00 PM",2014,9,Browns,-6.5,44.5,-300.0,home,25.5
3,"November 2, 2014 1:00 PM",2014,9,Cowboys,-2.0,45.5,-125.0,home,23.75
5,"November 2, 2014 1:00 PM",2014,9,Chiefs,-8.0,41.5,-400.0,home,24.75
6,"November 2, 2014 1:00 PM",2014,9,Dolphins,-3.0,45.5,-145.0,home,24.25
7,"November 2, 2014 1:00 PM",2014,9,Vikings,-0.0,44.5,-110.0,home,22.25
8,"November 2, 2014 4:05 PM",2014,9,49ers,-10.5,44.0,-600.0,home,27.25
9,"November 2, 2014 4:25 PM",2014,9,Seahawks,-13.0,44.0,-1000.0,home,28.5
11,"November 2, 2014 8:30 PM",2014,9,Steelers,-2.5,48.0,-135.0,home,25.25
0,"November 6, 2014 8:25 PM",2014,10,Bengals,-6.0,45.5,-270.0,home,25.75
1,"November 9, 2014 1:00 PM",2014,10,Lions,-2.5,43.0,-150.0,home,22.75
2,"November 9, 2014 1:00 PM",2014,10,Ravens,-10.5,44.0,-550.0,home,27.25
3,"November 9, 2014 1:00 PM",2014,10,Bills,-2.0,42.0,-125.0,home,22.0
5,"November 9, 2014 1:00 PM",2014,10,Saints,-5.5,49.5,-240.0,home,27.5
9,"November 9, 2014 4:25 PM",2014,10,Cardinals,-7.0,43.0,-330.0,home,25.0
10,"November 9, 2014 4:25 PM",2014,10,Seahawks,-9.5,45.0,-500.0,home,27.25
11,"November 9, 2014 8:30 PM",2014,10,Packers,-9.5,54.0,-400.0,home,31.75
12,"November 10, 2014 8:30 PM",2014,10,Eagles,-7.0,48.5,-330.0,home,27.75
0,"November 13, 2014 8:25 PM",2014,11,Dolphins,-3.5,41.5,-210.0,home,22.5
1,"November 16, 2014 1:00 PM",2014,11,Saints,-8.5,51.5,-350.0,home,30.0
3,"November 16, 2014 1:00 PM",2014,11,Redskins,-7.0,46.0,-320.0,home,26.5
5,"November 16, 2014 1:00 PM",2014,11,Bears,-2.5,46.5,-125.0,home,24.5
6,"November 16, 2014 1:00 PM",2014,11,Browns,-4.5,42.0,-200.0,home,23.25
9,"November 16, 2014 4:05 PM",2014,11,Chargers,-10.5,45.5,-600.0,home,28.0
11,"November 16, 2014 4:25 PM",2014,11,Packers,-5.5,56.0,-240.0,home,30.75
12,"November 16, 2014 8:30 PM",2014,11,Colts,-3.0,59.0,-160.0,home,31.0
1,"November 23, 2014 1:00 PM",2014,12,Eagles,-11.0,49.0,-700.0,home,30.0
2,"November 23, 2014 1:00 PM",2014,12,Falcons,-2.0,48.0,-145.0,home,25.0
3,"November 23, 2014 1:00 PM",2014,12,Bears,-4.0,46.0,-210.0,home,25.0
4,"November 23, 2014 1:00 PM",2014,12,Texans,-2.0,44.0,-145.0,home,23.0
5,"November 23, 2014 1:00 PM",2014,12,Colts,-14.0,49.0,-900.0,home,31.5
7,"November 23, 2014 1:00 PM",2014,12,Patriots,-7.0,48.0,-340.0,home,27.5
8,"November 23, 2014 4:05 PM",2014,12,Chargers,-5.0,44.0,-240.0,home,24.5
9,"November 23, 2014 4:05 PM",2014,12,Seahawks,-7.0,42.0,-360.0,home,24.5
10,"November 23, 2014 4:25 PM",2014,12,49ers,-10.0,44.0,-500.0,home,27.0
11,"November 23, 2014 4:25 PM",2014,12,Broncos,-6.0,47.0,-300.0,home,26.5
13,"November 24, 2014 7:00 PM",2014,12,Bills,-2.0,42.0,-145.0,home,22.0
14,"November 24, 2014 8:30 PM",2014,12,Saints,-3.0,50.0,-145.0,home,26.5
0,"November 27, 2014 12:30 PM",2014,13,Lions,-7.0,46.0,-320.0,home,26.5
1,"November 27, 2014 4:30 PM",2014,13,Cowboys,-3.0,56.0,-175.0,home,29.5
2,"November 27, 2014 8:30 PM",2014,13,49ers,-1.0,40.0,-130.0,home,20.5
4,"November 30, 2014 1:00 PM",2014,13,Steelers,-4.0,54.0,-180.0,home,29.0
5,"November 30, 2014 1:00 PM",2014,13,Rams,-6.0,43.0,-260.0,home,24.5
6,"November 30, 2014 1:00 PM",2014,13,Vikings,-2.0,41.0,-140.0,home,21.5
7,"November 30, 2014 1:00 PM",2014,13,Ravens,-6.0,46.0,-275.0,home,26.0
