,date,season,week,team,spread,total,moneyLine,homeOrAway,impliedTotal
6,"January 1, 2012 12:00 AM",2011,17,Texans,1.5,38.0,,home,18.25
8,"January 1, 2012 12:00 AM",2011,17,Rams,12.5,34.5,,home,11.0
3,"September 9, 2012 1:00 PM",2012,1,Titans,6.5,48.5,,home,21.0
5,"September 9, 2012 1:00 PM",2012,1,Browns,9.0,42.0,,home,16.5
7,"September 9, 2012 1:00 PM",2012,1,Chiefs,2.5,42.0,,home,19.75
10,"September 9, 2012 4:25 PM",2012,1,Cardinals,3.0,42.0,,home,19.5
11,"September 9, 2012 4:25 PM",2012,1,Buccaneers,2.5,47.0,,home,22.25
1,"September 16, 2012 1:00 PM",2012,2,Colts,3.0,43.0,,home,20.0
2,"September 16, 2012 1:00 PM",2012,2,Jaguars,6.5,42.5,,home,18.0
4,"September 16, 2012 1:00 PM",2012,2,Panthers,3.0,48.0,,home,22.5
6,"September 16, 2012 1:00 PM",2012,2,Dolphins,1.0,41.0,,home,20.0
10,"September 16, 2012 4:05 PM",2012,2,Seahawks,3.0,43.0,,home,20.0
11,"September 16, 2012 4:05 PM",2012,2,Rams,3.5,46.0,,home,21.25
2,"September 23, 2012 1:00 PM",2012,3,Browns,3.0,45.5,,home,21.25
5,"September 23, 2012 1:00 PM",2012,3,Dolphins,2.5,40.5,,home,19.0
6,"September 23, 2012 1:00 PM",2012,3,Vikings,7.0,43.0,,home,18.0
8,"September 23, 2012 1:00 PM",2012,3,Titans,3.5,47.0,,home,21.75
11,"September 23, 2012 4:05 PM",2012,3,Cardinals,3.0,42.5,,home,19.75
12,"September 23, 2012 4:25 PM",2012,3,Broncos,1.5,43.5,,home,21.0
13,"September 23, 2012 4:25 PM",2012,3,Raiders,3.5,45.0,,home,20.75
15,"September 24, 2012 8:30 PM",2012,3,Seahawks,3.0,45.5,,home,21.25
1,"September 30, 2012 1:00 PM",2012,4,Bills,4.0,48.5,,home,22.25
5,"September 30, 2012 1:00 PM",2012,4,Chiefs,2.0,44.0,,home,21.0
6,"September 30, 2012 1:00 PM",2012,4,Rams,2.5,39.5,,home,18.5
7,"September 30, 2012 1:00 PM",2012,4,Jets,4.0,41.0,,home,18.5
0,"October 4, 2012 8:20 PM",2012,5,Rams,2.0,39.0,,home,18.5
3,"October 7, 2012 1:00 PM",2012,5,Colts,6.5,49.0,,home,21.25
4,"October 7, 2012 1:00 PM",2012,5,Chiefs,6.0,47.0,,home,20.5
7,"October 7, 2012 1:00 PM",2012,5,Redskins,3.0,51.0,,home,24.0
9,"October 7, 2012 4:05 PM",2012,5,Jaguars,6.5,39.0,,home,16.25
13,"October 8, 2012 8:30 PM",2012,5,Jets,9.5,40.5,,home,15.5
0,"October 11, 2012 8:20 PM",2012,6,Titans,6.0,43.5,,home,18.75
4,"October 14, 2012 1:00 PM",2012,6,Browns,1.5,42.0,,home,20.25
8,"October 14, 2012 4:05 PM",2012,6,Seahawks,4.0,42.5,,home,19.25
10,"October 14, 2012 4:25 PM",2012,6,Redskins,2.5,44.0,,home,20.75
1,"October 21, 2012 1:00 PM",2012,7,Buccaneers,1.0,49.0,,home,24.0
4,"October 21, 2012 1:00 PM",2012,7,Rams,4.5,45.0,,home,20.25
7,"October 21, 2012 1:00 PM",2012,7,Panthers,2.5,45.0,,home,21.25
11,"October 21, 2012 8:20 PM",2012,7,Bengals,1.0,46.0,,home,22.5
6,"October 28, 2012 1:00 PM",2012,8,Browns,3.0,41.0,,home,19.0
9,"October 28, 2012 1:00 PM",2012,8,Rams,7.0,46.0,,home,19.5
11,"October 28, 2012 4:25 PM",2012,8,Cowboys,3.0,47.5,,home,22.25
13,"October 29, 2012 8:30 PM",2012,8,Cardinals,7.0,37.5,,home,15.25
1,"November 4, 2012 1:00 PM",2012,9,Bengals,5.0,47.5,,home,21.25
2,"November 4, 2012 1:00 PM",2012,9,Browns,3.5,44.0,,home,20.25
5,"November 4, 2012 1:00 PM",2012,9,Colts,2.5,44.0,,home,20.75
6,"November 4, 2012 1:00 PM",2012,9,Jaguars,6.0,44.0,,home,19.0
7,"November 4, 2012 1:00 PM",2012,9,Titans,5.0,44.0,,home,19.5
0,"November 8, 2012 8:20 PM",2012,10,Jaguars,3.0,43.0,,home,20.0
2,"November 11, 2012 1:00 PM",2012,10,Vikings,3.0,46.0,,home,21.5
4,"November 11, 2012 1:00 PM",2012,10,Saints,2.0,53.5,,home,25.75
6,"November 11, 2012 1:00 PM",2012,10,Panthers,3.5,46.5,,home,21.5
7,"November 11, 2012 1:00 PM",2012,10,Bengals,4.0,47.5,,home,21.75
11,"November 11, 2012 4:25 PM",2012,10,Eagles,2.0,44.0,,home,21.0
5,"November 18, 2012 1:00 PM",2012,11,Lions,3.0,53.5,,home,25.25
7,"November 18, 2012 1:00 PM",2012,11,Chiefs,3.0,42.0,,home,19.5
10,"November 18, 2012 4:05 PM",2012,11,Raiders,6.0,55.5,,home,24.75
12,"November 18, 2012 8:20 PM",2012,11,Steelers,3.0,41.0,,home,19.0
0,"November 22, 2012 12:30 PM",2012,12,Lions,3.5,49.0,,home,22.75
2,"November 22, 2012 8:20 PM",2012,12,Jets,7.0,48.5,,home,20.75
3,"November 25, 2012 1:00 PM",2012,12,Dolphins,3.0,37.5,,home,17.25
4,"November 25, 2012 1:00 PM",2012,12,Buccaneers,1.0,51.0,,home,25.0
7,"November 25, 2012 1:00 PM",2012,12,Browns,1.0,33.0,,home,16.0
9,"November 25, 2012 1:00 PM",2012,12,Jaguars,3.5,45.0,,home,20.75
10,"November 25, 2012 1:00 PM",2012,12,Chiefs,10.5,41.5,,home,15.5
11,"November 25, 2012 4:05 PM",2012,12,Chargers,1.0,47.0,,home,23.0
13,"November 25, 2012 4:25 PM",2012,12,Saints,2.5,50.0,,home,23.75
15,"November 26, 2012 8:30 PM",2012,12,Eagles,3.0,41.5,,home,19.25
5,"December 2, 2012 1:00 PM",2012,13,Chiefs,5.5,41.0,,home,17.75
6,"December 2, 2012 1:00 PM",2012,13,Rams,7.5,41.0,,home,16.75
7,"December 2, 2012 1:00 PM",2012,13,Dolphins,7.0,51.0,,home,22.0
9,"December 2, 2012 1:00 PM",2012,13,Titans,7.0,48.0,,home,20.5
11,"December 2, 2012 4:25 PM",2012,13,Raiders,2.5,39.5,,home,18.5
15,"December 3, 2012 8:30 PM",2012,13,Redskins,3.0,50.0,,home,23.5
0,"December 6, 2012 8:20 PM",2012,14,Raiders,10.0,47.0,,home,18.5
5,"December 9, 2012 1:00 PM",2012,14,Panthers,3.0,46.5,,home,21.75
9,"December 9, 2012 1:00 PM",2012,14,Jaguars,3.0,39.0,,home,18.0
10,"December 9, 2012 1:00 PM",2012,14,Vikings,1.0,40.5,,home,19.75
0,"December 13, 2012 8:20 PM",2012,15,Eagles,5.0,45.0,,home,20.0
3,"December 16, 2012 1:00 PM",2012,15,Ravens,3.0,48.0,,home,22.5
4,"December 16, 2012 1:00 PM",2012,15,Bears,3.0,43.5,,home,20.25
10,"December 16, 2012 4:05 PM",2012,15,Bills,4.5,44.0,,home,19.75
11,"December 16, 2012 4:05 PM",2012,15,Cardinals,6.0,43.5,,home,18.75
13,"December 16, 2012 4:25 PM",2012,15,Cowboys,1.0,45.5,,home,22.25
15,"December 17, 2012 8:30 PM",2012,15,Titans,1.0,40.5,,home,19.75
0,"December 22, 2012 8:30 PM",2012,16,Lions,3.5,50.0,,home,23.25
3,"December 23, 2012 1:00 PM",2012,16,Jaguars,14.0,51.5,,home,18.75
4,"December 23, 2012 1:00 PM",2012,16,Chiefs,5.0,41.5,,home,18.25
7,"December 23, 2012 1:00 PM",2012,16,Eagles,4.5,46.0,,home,20.75
13,"December 23, 2012 4:25 PM",2012,16,Cardinals,7.0,36.5,,home,14.75
14,"December 23, 2012 4:25 PM",2012,16,Ravens,2.5,47.0,,home,22.25
3,"December 30, 2012 1:00 PM",2012,17,Lions,3.0,46.0,,home,21.5
4,"December 30, 2012 1:00 PM",2012,17,Colts,6.5,47.0,,home,20.25
12,"December 30, 2012 4:25 PM",2012,17,Vikings,3.0,45.5,,home,21.25
3,"September 8, 2013 1:00 PM",2013,1,Jaguars,3.5,42.5,,home,19.5
4,"September 8, 2013 1:00 PM",2013,1,Bills,10.0,50.5,,home,20.25
5,"September 8, 2013 1:00 PM",2013,1,Panthers,3.0,44.5,,home,20.75
9,"September 8, 2013 1:00 PM",2013,1,Jets,4.0,39.5,,home,17.75
15,"September 9, 2013 10:15 PM",2013,1,Chargers,4.5,44.0,,home,19.75
4,"September 15, 2013 1:00 PM",2013,2,Bills,3.5,43.5,,home,20.0
10,"September 15, 2013 4:05 PM",2013,2,Cardinals,2.0,47.5,,home,22.75
11,"September 15, 2013 4:05 PM",2013,2,Buccaneers,3.0,48.5,,home,22.75
12,"September 15, 2013 4:25 PM",2013,2,Giants,3.5,53.0,,home,24.75
2,"September 22, 2013 1:00 PM",2013,3,Redskins,1.0,48.5,,home,23.75
5,"September 22, 2013 1:00 PM",2013,3,Bengals,2.5,49.5,,home,23.5
14,"September 22, 2013 8:30 PM",2013,3,Steelers,2.5,40.5,,home,19.0
0,"September 26, 2013 8:25 PM",2013,4,Rams,3.0,42.5,,home,19.75
1,"September 29, 2013 1:00 PM",2013,4,Vikings,3.0,41.5,,home,19.25
2,"September 29, 2013 1:00 PM",2013,4,Bills,3.0,44.5,,home,20.75
3,"September 29, 2013 1:00 PM",2013,4,Browns,3.5,42.5,,home,19.5
5,"September 29, 2013 1:00 PM",2013,4,Texans,1.0,41.5,,home,20.25
6,"September 29, 2013 1:00 PM",2013,4,Jaguars,9.0,42.5,,home,16.75
10,"September 29, 2013 4:25 PM",2013,4,Raiders,3.5,45.5,,home,21.0
11,"September 29, 2013 4:25 PM",2013,4,Chargers,1.0,47.0,,home,23.0
1,"October 6, 2013 1:00 PM",2013,5,Titans,2.5,38.0,,home,17.75
3,"October 6, 2013 1:00 PM",2013,5,Bengals,1.5,45.5,,home,22.0
5,"October 6, 2013 1:00 PM",2013,5,Colts,3.0,43.5,,home,20.25
9,"October 6, 2013 4:05 PM",2013,5,Cardinals,3.0,41.5,,home,19.25
10,"October 6, 2013 4:25 PM",2013,5,Cowboys,7.5,56.0,,home,24.25
12,"October 6, 2013 11:35 PM",2013,5,Raiders,5.5,46.0,,home,20.25
1,"October 13, 2013 1:00 PM",2013,6,Browns,2.0,43.5,,home,20.75
2,"October 13, 2013 1:00 PM",2013,6,Ravens,2.5,48.5,,home,23.0
3,"October 13, 2013 1:00 PM",2013,6,Bills,6.0,41.5,,home,17.75
7,"October 13, 2013 1:00 PM",2013,6,Jets,1.0,41.0,,home,20.0
8,"October 13, 2013 1:00 PM",2013,6,Buccaneers,3.0,44.5,,home,20.75
14,"October 14, 2013 8:30 PM",2013,6,Chargers,1.0,50.5,,home,24.75
0,"October 17, 2013 8:25 PM",2013,7,Cardinals,6.0,40.5,,home,17.25
4,"October 20, 2013 1:00 PM",2013,7,Jaguars,7.5,44.5,,home,18.5
6,"October 20, 2013 1:00 PM",2013,7,Jets,3.5,43.0,,home,19.75
8,"October 20, 2013 1:00 PM",2013,7,Redskins,1.0,48.0,,home,23.5
9,"October 20, 2013 4:05 PM",2013,7,Titans,3.5,41.0,,home,18.75
13,"October 20, 2013 8:30 PM",2013,7,Colts,6.5,55.5,,home,24.5
0,"October 24, 2013 8:25 PM",2013,8,Buccaneers,7.0,39.5,,home,16.25
5,"October 27, 2013 1:00 PM",2013,8,Jaguars,15.0,40.0,,home,12.5
8,"October 27, 2013 4:05 PM",2013,8,Raiders,2.5,40.5,,home,19.0
11,"October 27, 2013 8:30 PM",2013,8,Vikings,7.0,47.5,,home,20.25
12,"October 28, 2013 8:30 PM",2013,8,Rams,13.5,43.5,,home,15.0
0,"October 31, 2013 8:25 PM",2013,9,Dolphins,3.0,42.0,,home,19.5
1,"November 3, 2013 1:00 PM",2013,9,Rams,3.0,40.5,,home,18.75
2,"November 3, 2013 1:00 PM",2013,9,Bills,4.5,40.5,,home,18.0
5,"November 3, 2013 1:00 PM",2013,9,Jets,5.5,46.0,,home,20.25
9,"November 3, 2013 4:25 PM",2013,9,Browns,1.0,41.5,,home,20.25
11,"November 3, 2013 8:30 PM",2013,9,Texans,1.0,42.5,,home,20.75
0,"November 7, 2013 8:25 PM",2013,10,Vikings,1.0,49.0,,home,24.0
2,"November 10, 2013 1:00 PM",2013,10,Falcons,3.5,47.0,,home,21.75
4,"November 10, 2013 1:00 PM",2013,10,Bears,1.0,52.0,,home,25.5
5,"November 10, 2013 1:00 PM",2013,10,Packers,1.0,47.0,,home,23.0
10,"November 10, 2013 4:25 PM",2013,10,Chargers,7.0,56.5,,home,24.75
13,"November 11, 2013 8:30 PM",2013,10,Buccaneers,2.5,39.5,,home,18.5
0,"November 14, 2013 8:25 PM",2013,11,Titans,3.0,42.0,,home,19.5
3,"November 17, 2013 1:00 PM",2013,11,Steelers,3.0,45.5,,home,21.25
4,"November 17, 2013 1:00 PM",2013,11,Bills,2.0,39.0,,home,18.5
8,"November 17, 2013 1:00 PM",2013,11,Jaguars,9.5,40.5,,home,15.5
9,"November 17, 2013 4:05 PM",2013,11,Dolphins,2.5,44.5,,home,21.0
0,"November 21, 2013 8:25 PM",2013,12,Falcons,9.0,53.0,,home,22.0
8,"November 24, 2013 1:00 PM",2013,12,Dolphins,4.5,40.0,,home,17.75
10,"November 24, 2013 4:05 PM",2013,12,Raiders,2.5,42.0,,home,19.75
12,"November 24, 2013 8:30 PM",2013,12,Patriots,1.0,54.0,,home,26.5
13,"November 25, 2013 8:30 PM",2013,12,Redskins,5.5,46.0,,home,20.25
5,"December 1, 2013 1:00 PM",2013,13,Texans,7.0,49.0,,home,21.0
12,"December 1, 2013 4:25 PM",2013,13,Chiefs,5.5,50.0,,home,22.25
13,"December 1, 2013 4:25 PM",2013,13,Chargers,1.5,48.5,,home,23.5
0,"December 5, 2013 8:25 PM",2013,14,Jaguars,3.0,43.0,,home,20.0
9,"December 8, 2013 1:00 PM",2013,14,Redskins,3.5,44.0,,home,20.25
2,"December 15, 2013 1:00 PM",2013,15,Jaguars,4.0,43.5,,home,19.75
4,"December 15, 2013 1:00 PM",2013,15,Browns,1.0,44.0,,home,21.5
6,"December 15, 2013 1:00 PM",2013,15,Vikings,6.5,53.0,,home,23.25
7,"December 15, 2013 1:00 PM",2013,15,Giants,9.0,43.0,,home,17.0
8,"December 15, 2013 1:00 PM",2013,15,Buccaneers,4.5,41.0,,home,18.25
9,"December 15, 2013 4:05 PM",2013,15,Raiders,6.0,44.5,,home,19.25
12,"December 15, 2013 4:25 PM",2013,15,Rams,6.5,47.5,,home,20.5
13,"December 15, 2013 4:25 PM",2013,15,Titans,2.5,43.0,,home,20.25
14,"December 15, 2013 8:30 PM",2013,15,Steelers,2.5,44.0,,home,20.75
3,"December 22, 2013 1:00 PM",2013,16,Texans,10.0,53.0,,home,21.5
4,"December 22, 2013 1:00 PM",2013,16,Jaguars,4.0,44.0,,home,20.0
8,"December 22, 2013 1:00 PM",2013,16,Redskins,3.0,51.5,,home,24.25
11,"December 22, 2013 4:25 PM",2013,16,Packers,1.0,44.0,,home,21.5
13,"December 22, 2013 4:25 PM",2013,16,Ravens,1.0,45.5,,home,22.25
0,"December 29, 2013 1:00 PM",2013,17,Falcons,5.5,46.0,,home,20.25
10,"December 29, 2013 4:25 PM",2013,17,Raiders,10.0,53.5,,home,21.75
14,"December 29, 2013 4:25 PM",2013,17,Bears,3.0,51.0,,home,24.0
15,"December 29, 2013 8:30 PM",2013,17,Cowboys,7.0,53.5,,home,23.25
1,"September 7, 2014 1:00 PM",2014,1,Falcons,3.0,51.0,,home,24.0
7,"September 7, 2014 1:00 PM",2014,1,Dolphins,4.0,46.5,,home,21.25
11,"September 7, 2014 4:25 PM",2014,1,Cowboys,3.5,49.0,,home,22.75
4,"September 14, 2014 1:00 PM",2014,2,Browns,5.0,49.5,,home,22.25
5,"September 14, 2014 1:00 PM",2014,2,Vikings,3.0,49.0,,home,23.0
9,"September 14, 2014 4:05 PM",2014,2,Chargers,4.5,45.0,,home,20.25
11,"September 14, 2014 4:25 PM",2014,2,Raiders,3.0,41.0,,home,19.0
4,"September 21, 2014 1:00 PM",2014,3,Browns,1.5,43.0,,home,20.75
6,"September 21, 2014 1:00 PM",2014,3,Jaguars,6.0,45.5,,home,19.75
7,"September 21, 2014 1:00 PM",2014,3,Rams,2.0,45.0,,home,21.5
11,"September 21, 2014 4:05 PM",2014,3,Cardinals,3.0,41.0,,home,19.0
2,"September 28, 2014 1:00 PM",2014,4,Bears,1.5,51.0,,home,24.75
6,"September 28, 2014 1:00 PM",2014,4,Raiders,3.5,41.0,,home,18.75
9,"September 28, 2014 4:25 PM",2014,4,Vikings,5.0,47.5,,home,21.25
11,"September 28, 2014 8:30 PM",2014,4,Cowboys,3.0,53.5,,home,25.25
12,"September 29, 2014 8:30 PM",2014,4,Chiefs,3.0,45.5,,home,21.25
2,"October 5, 2014 1:00 PM",2014,5,Jaguars,5.5,47.5,,home,21.0
8,"October 5, 2014 1:00 PM",2014,5,Titans,1.0,44.0,,home,21.5
13,"October 5, 2014 8:30 PM",2014,5,Patriots,2.5,45.5,,home,21.5
14,"October 6, 2014 8:30 PM",2014,5,Redskins,7.0,45.0,,home,19.0
0,"October 9, 2014 8:25 PM",2014,6,Texans,3.0,46.5,125.0,home,21.75
1,"October 12, 2014 1:00 PM",2014,6,Buccaneers,3.5,44.0,160.0,home,20.25
4,"October 12, 2014 1:00 PM",2014,6,Bills,1.0,44.5,-105.0,home,21.75
7,"October 12, 2014 1:00 PM",2014,6,Dolphins,1.5,47.0,110.0,home,22.75
9,"October 12, 2014 1:00 PM",2014,6,Jets,10.0,47.0,400.0,home,18.5
10,"October 12, 2014 4:05 PM",2014,6,Raiders,7.5,44.0,300.0,home,18.25
14,"October 13, 2014 8:30 PM",2014,6,Rams,3.5,44.0,170.0,home,20.25
1,"October 19, 2014 1:00 PM",2014,7,Rams,7.0,43.5,250.0,home,18.25
9,"October 19, 2014 1:00 PM",2014,7,Jaguars,4.0,44.5,180.0,home,20.25
12,"October 19, 2014 4:25 PM",2014,7,Raiders,3.5,44.0,155.0,home,20.25
1,"October 26, 2014 9:30 AM",2014,8,Falcons,3.5,46.0,165.0,home,21.25
2,"October 26, 2014 1:00 PM",2014,8,Panthers,6.0,44.5,220.0,home,19.25
3,"October 26, 2014 1:00 PM",2014,8,Bengals,3.0,44.5,125.0,home,20.75
4,"October 26, 2014 1:00 PM",2014,8,Jaguars,7.0,42.5,260.0,home,17.75
9,"October 26, 2014 1:00 PM",2014,8,Titans,3.5,43.0,160.0,home,19.75
11,"October 26, 2014 4:25 PM",2014,8,Steelers,4.5,48.0,180.0,home,21.75
0,"October 30, 2014 8:25 PM",2014,9,Panthers,3.0,49.0,150.0,home,23.0
4,"November 2, 2014 1:00 PM",2014,9,Texans,2.0,48.5,115.0,home,23.25
10,"November 2, 2014 4:25 PM",2014,9,Patriots,3.0,53.0,130.0,home,25.0
12,"November 3, 2014 8:30 PM",2014,9,Giants,3.0,51.5,145.0,home,24.25
4,"November 9, 2014 1:00 PM",2014,10,Jaguars,7.5,45.0,280.0,home,18.75
6,"November 9, 2014 1:00 PM",2014,10,Jets,4.0,47.0,165.0,home,21.5
7,"November 9, 2014 1:00 PM",2014,10,Buccaneers,3.0,47.0,150.0,home,22.0
8,"November 9, 2014 4:05 PM",2014,10,Raiders,12.5,51.0,550.0,home,19.25
2,"November 16, 2014 1:00 PM",2014,11,Giants,3.5,44.5,170.0,home,20.5
4,"November 16, 2014 1:00 PM",2014,11,Panthers,2.0,47.0,115.0,home,22.5
7,"November 16, 2014 1:00 PM",2014,11,Chiefs,1.0,43.5,-120.0,home,21.25
8,"November 16, 2014 1:00 PM",2014,11,Rams,9.0,50.0,400.0,home,20.5
10,"November 16, 2014 4:25 PM",2014,11,Cardinals,1.5,41.5,-110.0,home,20.0
13,"November 17, 2014 8:30 PM",2014,11,Titans,7.0,46.0,250.0,home,19.5
0,"November 20, 2014 8:25 PM",2014,12,Raiders,7.5,42.5,300.0,home,17.5
6,"November 23, 2014 1:00 PM",2014,12,Vikings,8.0,50.0,300.0,home,21.0
12,"November 23, 2014 8:30 PM",2014,12,Giants,4.0,48.0,180.0,home,22.0
3,"November 30, 2014 1:00 PM",2014,13,Buccaneers,6.0,44.0,210.0,home,19.0
11,"November 30, 2014 1:00 PM",2014,13,Jaguars,3.0,44.0,135.0,home,20.5
12,"November 30, 2014 4:05 PM",2014,13,Falcons,2.0,46.0,110.0,home,22.0
15,"December 1, 2014 8:30 PM",2014,13,Jets,7.0,42.0,250.0,home,17.5
0,"December 4, 2014 8:25 PM",2014,14,Bears,4.0,51.0,175.0,home,23.5
2,"December 7, 2014 1:00 PM",2014,14,Browns,3.0,50.0,150.0,home,23.5
4,"December 7, 2014 1:00 PM",2014,14,Jaguars,6.0,42.0,235.0,home,18.0
8,"December 7, 2014 1:00 PM",2014,14,Titans,2.0,46.0,125.0,home,22.0
9,"December 7, 2014 1:00 PM",2014,14,Redskins,3.0,44.0,125.0,home,20.5
10,"December 7, 2014 4:05 PM",2014,14,Cardinals,2.0,41.0,130.0,home,19.5
12,"December 7, 2014 4:25 PM",2014,14,Raiders,8.0,40.0,350.0,home,16.0
13,"December 7, 2014 4:25 PM",2014,14,Eagles,2.0,48.0,105.0,home,23.0
14,"December 7, 2014 8:30 PM",2014,14,Chargers,4.0,53.0,180.0,home,24.5
3,"December 14, 2014 1:00 PM",2014,15,Falcons,3.0,55.0,135.0,home,26.0
5,"December 14, 2014 1:00 PM",2014,15,Bills,4.0,50.0,160.0,home,23.0
10,"December 14, 2014 4:05 PM",2014,15,Chargers,4.0,49.0,180.0,home,22.5
11,"December 14, 2014 4:05 PM",2014,15,Titans,4.0,42.0,160.0,home,19.0
15,"December 15, 2014 8:30 PM",2014,15,Bears,3.0,54.0,165.0,home,25.5
2,"December 20, 2014 4:30 PM",2014,16,Redskins,7.0,50.0,260.0,home,21.5
3,"December 21, 2014 1:00 PM",2014,16,Buccaneers,12.0,48.0,500.0,home,18.0
4,"December 21, 2014 1:00 PM",2014,16,Texans,6.0,42.0,250.0,home,18.0
7,"December 21, 2014 1:00 PM",2014,16,Bears,10.0,44.0,400.0,home,17.0
10,"December 21, 2014 1:00 PM",2014,16,Jets,10.0,47.0,400.0,home,18.5
12,"December 21, 2014 4:25 PM",2014,16,Raiders,7.0,42.0,240.0,home,17.5
14,"December 21, 2014 8:30 PM",2014,16,Cardinals,10.0,36.0,350.0,home,13.0
15,"December 22, 2014 8:30 PM",2014,16,Bengals,4.0,47.0,160.0,home,21.5
7,"December 28, 2014 1:00 PM",2014,17,Buccaneers,6.0,46.0,210.0,home,20.0
8,"December 28, 2014 1:00 PM",2014,17,Titans,8.0,46.0,280.0,home,19.0
9,"December 28, 2014 1:00 PM",2014,17,Redskins,6.0,47.0,220.0,home,20.5
2,"September 13, 2015 1:00 PM",2015,1,Redskins,4.0,46.0,175.0,home,21.0
3,"September 13, 2015 1:00 PM",2015,1,Bills,1.0,44.0,-105.0,home,21.5
4,"September 13, 2015 1:00 PM",2015,1,Bears,6.0,48.0,230.0,home,21.0
5,"September 13, 2015 1:00 PM",2015,1,Texans,1.0,40.0,-105.0,home,19.5
6,"September 13, 2015 1:00 PM",2015,1,Jaguars,3.0,41.0,130.0,home,19.0
7,"September 13, 2015 1:00 PM",2015,1,Rams,4.0,42.0,160.0,home,19.0
12,"September 13, 2015 4:25 PM",2015,1,Raiders,3.0,43.0,130.0,home,20.0
14,"September 14, 2015 7:10 PM",2015,1,Falcons,3.0,55.0,150.0,home,26.0
15,"September 14, 2015 10:20 PM",2015,1,49ers,2.0,42.0,120.0,home,20.0
6,"September 20, 2015 1:00 PM",2015,2,Bears,2.0,46.0,105.0,home,22.0
8,"September 20, 2015 1:00 PM",2015,2,Browns,1.0,41.0,100.0,home,20.0
10,"September 20, 2015 1:00 PM",2015,2,Redskins,3.0,41.0,155.0,home,19.0
11,"September 20, 2015 4:05 PM",2015,2,Jaguars,6.0,42.0,210.0,home,18.0
12,"September 20, 2015 4:05 PM",2015,2,Raiders,6.0,42.0,190.0,home,18.0
2,"September 27, 2015 1:00 PM",2015,3,Titans,3.0,46.0,155.0,home,21.5
14,"September 27, 2015 8:30 PM",2015,3,Lions,3.0,44.0,130.0,home,20.5
0,"October 1, 2015 8:25 PM",2015,4,Steelers,3.0,44.0,130.0,home,20.5
1,"October 4, 2015 9:30 AM",2015,4,Dolphins,2.0,42.0,120.0,home,20.0
5,"October 4, 2015 1:00 PM",2015,4,Bears,3.0,44.0,145.0,home,20.5
7,"October 4, 2015 1:00 PM",2015,4,Buccaneers,3.0,40.0,145.0,home,18.5
8,"October 4, 2015 1:00 PM",2015,4,Redskins,3.0,46.0,130.0,home,21.5
12,"October 4, 2015 4:25 PM",2015,4,49ers,8.0,48.0,275.0,home,20.0
8,"October 11, 2015 1:00 PM",2015,5,Titans,1.0,43.0,-105.0,home,21.0
9,"October 11, 2015 4:05 PM",2015,5,Lions,4.0,46.0,185.0,home,21.0
10,"October 11, 2015 4:25 PM",2015,5,Cowboys,8.0,50.0,300.0,home,21.0
11,"October 11, 2015 4:25 PM",2015,5,Raiders,4.0,44.0,180.0,home,20.0
0,"October 15, 2015 8:25 PM",2015,6,Saints,3.0,52.0,135.0,home,24.5
4,"October 18, 2015 1:00 PM",2015,6,Bills,3.0,42.0,144.0,home,19.5
5,"October 18, 2015 1:00 PM",2015,6,Browns,3.0,42.0,155.0,home,19.5
7,"October 18, 2015 1:00 PM",2015,6,Steelers,6.0,46.0,205.0,home,20.0
10,"October 18, 2015 4:25 PM",2015,6,49ers,2.0,44.0,120.0,home,21.0
12,"October 18, 2015 8:30 PM",2015,6,Colts,10.0,54.0,350.0,home,22.0
0,"October 22, 2015 8:25 PM",2015,7,49ers,6.0,42.0,225.0,home,18.0
1,"October 25, 2015 9:30 AM",2015,7,Jaguars,4.0,42.0,160.0,home,19.0
3,"October 25, 2015 1:00 PM",2015,7,Titans,6.0,46.0,200.0,home,20.0
5,"November 1, 2015 1:00 PM",2015,8,Bears,2.0,44.0,110.0,home,21.0
6,"November 1, 2015 1:00 PM",2015,8,Browns,7.0,46.0,260.0,home,19.5
10,"November 1, 2015 4:05 PM",2015,8,Raiders,3.0,44.0,155.0,home,20.5
11,"November 1, 2015 4:25 PM",2015,8,Cowboys,5.0,42.0,180.0,home,18.5
12,"November 1, 2015 8:30 PM",2015,8,Broncos,2.0,46.0,120.0,home,22.0
2,"November 8, 2015 1:00 PM",2015,9,Panthers,2.0,46.0,110.0,home,22.0
8,"November 8, 2015 4:05 PM",2015,9,49ers,8.0,44.0,285.0,home,18.0
9,"November 8, 2015 4:05 PM",2015,9,Buccaneers,2.0,49.0,105.0,home,23.5
10,"November 8, 2015 4:25 PM",2015,9,Colts,4.0,45.0,160.0,home,20.5
11,"November 8, 2015 8:30 PM",2015,9,Cowboys,3.0,44.0,150.0,home,20.5
6,"November 15, 2015 1:00 PM",2015,10,Buccaneers,1.0,44.0,-105.0,home,21.5
7,"November 15, 2015 1:00 PM",2015,10,Titans,4.0,42.0,170.0,home,19.0
8,"November 15, 2015 1:00 PM",2015,10,Redskins,2.0,52.0,105.0,home,25.0
10,"November 15, 2015 4:25 PM",2015,10,Giants,7.0,52.0,265.0,home,22.5
1,"November 22, 2015 1:00 PM",2015,11,Dolphins,2.0,46.0,110.0,home,22.0
5,"November 22, 2015 1:00 PM",2015,11,Bears,2.0,42.0,110.0,home,20.0
6,"November 22, 2015 1:00 PM",2015,11,Lions,1.0,50.0,100.0,home,24.5
7,"November 22, 2015 1:00 PM",2015,11,Texans,4.0,40.0,170.0,home,18.0
